Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-25 00:00,16.2,16.2,13.9,86,21.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1006.0,1006.9
2021-07-25 00:05,16.2,16.2,13.8,86,21.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,220,1005.8,1006.7
2021-07-25 00:10,16.1,16.1,13.6,85,21.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,5.5,225,1005.8,1006.7
2021-07-25 00:15,16.1,16.1,13.6,85,21.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,3.5,213,1005.4,1006.3
2021-07-25 00:20,16.1,16.1,13.6,85,21.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1005.2,1006.1
2021-07-25 00:25,16.1,16.1,13.6,85,21.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.5,3.5,227,1005.6,1006.5
2021-07-25 00:30,16.1,16.1,13.6,85,21.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,5.5,215,1005.8,1006.7
2021-07-25 00:35,16.1,16.1,13.6,85,21.6,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,5.5,210,1005.6,1006.6
2021-07-25 00:40,16.1,16.1,13.6,85,21.6,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,5.5,224,1005.7,1006.6
2021-07-25 00:45,16.1,16.1,13.6,85,21.6,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,5.5,230,1005.7,1006.6
2021-07-25 00:50,16.1,16.1,13.6,85,21.6,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,224,1005.7,1006.6
2021-07-25 00:55,16.2,16.2,13.5,84,21.5,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.9,5.5,236,1005.6,1006.5
2021-07-25 01:00,16.2,16.2,13.5,84,21.4,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1005.6,1006.5
