Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-11 00:00,7.3,7.3,1.4,66,18.8,70,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.2,1.8,206,1019.2,1020.1
2021-07-11 00:05,7.3,7.3,1.1,65,18.8,69,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.1,1.8,203,1019.3,1020.2
2021-07-11 00:10,7.3,7.3,0.9,64,18.8,69,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.0,0.0,0,1019.4,1020.2
2021-07-11 00:15,7.2,7.2,1.3,66,18.9,69,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.4,1.8,199,1019.2,1020.1
2021-07-11 00:20,6.8,6.8,1.4,69,18.9,68,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,1.6,1.8,230,1019.3,1020.1
2021-07-11 00:25,6.4,6.4,1.1,69,18.9,68,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.0,0.0,0,1019.3,1020.2
2021-07-11 00:30,6.2,6.2,1.2,70,18.9,68,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.0,0.0,0,1019.5,1020.3
2021-07-11 00:35,5.9,5.9,0.9,70,18.9,68,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.0,0.0,0,1019.4,1020.2
2021-07-11 00:40,6.0,6.0,1.0,70,18.8,67,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.0,0.0,0,1019.4,1020.3
2021-07-11 00:45,6.3,6.3,1.0,69,18.8,67,0.0,0,0.0,0.0,0.0,0.0,0.0,5.6,577.1,0.4,1.8,209,1019.4,1020.3
