Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-15 00:00,10.5,10.5,10.1,97,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,3.2,7.2,215,1017.2,1018.1
2021-07-15 00:05,10.5,10.5,10.1,97,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.0,3.5,210,1017.2,1018.1
2021-07-15 00:10,10.5,10.5,10.1,97,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,2.2,5.5,199,1017.3,1018.2
2021-07-15 00:15,10.6,10.6,10.2,97,17.4,89,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,2.4,7.2,197,1017.3,1018.1
2021-07-15 00:20,10.6,10.6,10.2,97,17.4,89,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.4,3.5,205,1017.0,1017.9
2021-07-15 00:25,10.7,10.7,10.3,97,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.2,3.5,194,1017.1,1018.0
2021-07-15 00:30,10.7,10.7,10.2,97,17.3,89,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,2.6,5.5,200,1017.1,1018.0
2021-07-15 00:35,10.8,10.8,10.1,96,17.3,89,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.7,3.5,211,1017.2,1018.0
2021-07-15 00:40,10.8,10.8,10.2,96,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,2.7,5.5,219,1017.0,1017.9
2021-07-15 00:45,10.8,10.8,10.2,96,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.5,3.5,208,1017.1,1018.0
2021-07-15 00:50,10.8,10.8,10.2,96,17.4,90,0.0,0,0.0,0.0,48.8,0.0,48.8,54.4,625.9,1.6,5.5,217,1017.2,1018.1
