Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-20 00:00,9.1,9.1,2.5,63,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,3.5,206,1022.6,1023.5
2021-07-20 00:05,9.1,9.1,2.6,64,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,1.8,272,1022.6,1023.6
2021-07-20 00:10,9.0,9.0,2.5,64,16.0,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,98,1022.6,1023.6
2021-07-20 00:15,9.0,9.0,2.6,64,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,7,1022.6,1023.5
2021-07-20 00:20,9.1,9.1,2.4,63,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,170,1022.7,1023.6
2021-07-20 00:25,9.1,9.1,2.5,63,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,112,1022.7,1023.6
2021-07-20 00:30,9.2,9.2,2.5,63,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,1.8,119,1022.5,1023.4
2021-07-20 00:35,9.2,9.2,2.6,63,16.1,87,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.8,5.5,24,1022.8,1023.7
2021-07-20 00:40,9.3,9.3,2.7,63,16.1,86,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,43,1022.7,1023.6
2021-07-20 00:45,9.4,9.4,2.9,64,16.1,86,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,111,1022.8,1023.7
