Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-30 00:00,8.7,8.7,-1.2,50,16.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,5.5,101,1024.7,1025.6
2021-07-30 00:05,8.8,8.8,-1.1,50,16.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.6,3.5,48,1024.7,1025.7
2021-07-30 00:10,8.8,8.8,-1.0,50,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,1.8,151,1024.7,1025.6
2021-07-30 00:15,8.7,8.7,-1.2,50,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,3.5,113,1024.8,1025.7
2021-07-30 00:20,8.9,8.9,-1.0,50,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,5.5,57,1024.7,1025.6
2021-07-30 00:25,8.8,8.8,-1.2,49,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.3,5.5,56,1024.7,1025.6
2021-07-30 00:30,8.8,8.6,-1.3,49,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.5,5.5,44,1024.7,1025.6
2021-07-30 00:35,8.9,8.9,-1.2,49,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,71,1024.6,1025.5
2021-07-30 00:40,8.8,8.8,-1.2,50,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,5.5,102,1024.7,1025.6
2021-07-30 00:45,8.8,8.6,-1.3,49,16.0,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.7,7.2,61,1024.6,1025.5
2021-07-30 00:50,8.8,8.7,-1.3,49,16.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.8,7.2,42,1024.6,1025.5
2021-07-30 00:55,8.8,8.8,-1.2,49,16.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.2,3.5,44,1024.7,1025.6
2021-07-30 01:00,8.8,8.4,-1.1,50,16.1,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,5.3,9.3,38,1024.7,1025.6
2021-07-30 01:05,8.7,8.7,-1.0,50,16.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.2,5.5,53,1024.6,1025.5
2021-07-30 01:10,8.6,8.4,-0.9,51,16.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.0,7.2,49,1024.6,1025.5
2021-07-30 01:15,8.6,8.6,-0.8,52,16.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.5,7.2,52,1024.5,1025.4
2021-07-30 01:20,8.4,8.4,-0.6,53,16.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.6,5.5,103,1024.6,1025.5
2021-07-30 01:25,8.4,8.4,-0.4,54,15.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.6,7.2,21,1024.6,1025.5
2021-07-30 01:30,8.3,8.3,-0.2,55,15.4,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.6,7.2,40,1024.6,1025.5
2021-07-30 01:35,8.3,8.3,0.0,56,15.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.3,5.5,55,1024.6,1025.5
2021-07-30 01:40,8.3,8.1,0.0,56,15.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,4.3,7.2,28,1024.7,1025.6
2021-07-30 01:45,8.3,8.3,0.0,56,14.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,73,1024.5,1025.4
2021-07-30 01:50,8.2,8.2,-0.1,56,14.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.0,7.2,68,1024.6,1025.6
2021-07-30 01:55,8.1,8.1,-0.1,56,14.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.7,3.5,59,1024.6,1025.5
2021-07-30 02:00,8.2,8.2,0.0,56,14.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,282,1024.7,1025.6
2021-07-30 02:05,8.0,8.0,0.0,57,14.1,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.7,3.5,11,1024.7,1025.7
2021-07-30 02:10,7.8,7.8,0.0,58,14.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.9,5.5,343,1024.7,1025.7
2021-07-30 02:15,7.7,7.7,0.0,58,13.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,3.5,357,1024.6,1025.5
2021-07-30 02:20,7.6,7.6,0.1,59,13.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,5.5,55,1024.6,1025.5
2021-07-30 02:25,7.6,7.6,0.1,59,13.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.6,5.5,62,1024.7,1025.7
2021-07-30 02:30,7.6,7.6,0.2,60,13.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.0,5.5,49,1024.7,1025.6
2021-07-30 02:35,7.5,7.5,0.4,61,13.4,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.4,5.5,30,1024.5,1025.4
2021-07-30 02:40,7.3,7.3,0.5,62,13.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,5.5,96,1024.5,1025.4
2021-07-30 02:45,7.3,7.3,0.7,63,13.2,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.4,5.5,33,1024.5,1025.4
2021-07-30 02:50,7.3,7.3,0.7,63,13.1,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,1.8,136,1024.4,1025.3
2021-07-30 02:55,7.3,7.3,0.7,63,13.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.0,5.5,62,1024.4,1025.3
2021-07-30 03:00,7.3,7.3,0.9,64,12.9,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,3.5,73,1024.4,1025.3
2021-07-30 03:05,7.3,7.3,1.2,65,12.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,127,1024.3,1025.3
2021-07-30 03:10,7.2,7.2,1.3,66,12.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,1.8,134,1024.3,1025.2
2021-07-30 03:15,7.1,7.1,1.2,66,12.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,1.8,137,1024.3,1025.3
2021-07-30 03:20,7.1,7.1,1.3,67,12.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.4,5.5,81,1024.3,1025.2
2021-07-30 03:25,7.1,7.1,1.4,67,12.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,65,1024.2,1025.1
2021-07-30 03:30,6.9,6.9,1.4,68,12.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,5.5,97,1024.1,1025.0
2021-07-30 03:35,6.9,6.9,1.4,68,12.4,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,3.5,58,1024.2,1025.1
2021-07-30 03:40,6.9,6.9,1.2,67,12.4,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,3.5,99,1024.0,1025.0
2021-07-30 03:45,6.8,6.8,1.1,67,12.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.8,1.8,103,1024.0,1024.9
2021-07-30 03:50,6.9,6.9,1.0,66,12.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,125,1024.0,1024.9
2021-07-30 03:55,7.0,7.0,0.7,64,12.2,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,3.5,97,1024.0,1024.9
2021-07-30 04:00,7.0,7.0,0.7,64,12.2,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,5.5,144,1024.0,1024.9
2021-07-30 04:05,7.1,7.1,0.6,64,12.1,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,1.8,172,1024.0,1024.9
2021-07-30 04:10,6.9,6.9,0.6,64,12.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,69,1023.9,1024.8
2021-07-30 04:15,6.9,6.9,0.6,64,12.0,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,3.5,201,1024.1,1025.0
2021-07-30 04:20,6.8,6.8,0.6,65,12.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,140,1024.0,1024.9
2021-07-30 04:25,6.8,6.8,0.5,64,11.9,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,110,1023.9,1024.8
2021-07-30 04:30,6.8,6.8,0.6,65,11.9,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,1.8,121,1023.8,1024.7
2021-07-30 04:35,6.8,6.8,0.7,65,11.8,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,1.8,122,1023.9,1024.8
2021-07-30 04:40,6.8,6.8,0.8,66,11.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,1.8,118,1023.9,1024.8
2021-07-30 04:45,6.7,6.7,0.8,66,11.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,146,1024.0,1024.9
2021-07-30 04:50,6.7,6.7,0.9,67,11.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,3.5,171,1024.0,1024.9
2021-07-30 04:55,6.6,6.6,1.1,68,11.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,9.3,79,1023.9,1024.8
2021-07-30 05:00,6.5,6.5,1.1,68,11.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,5.5,143,1023.9,1024.8
2021-07-30 05:05,6.4,6.4,1.1,69,11.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,3.5,125,1023.9,1024.8
2021-07-30 05:10,6.3,6.3,1.0,69,11.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,199,1023.8,1024.7
2021-07-30 05:15,6.2,6.2,0.9,69,11.5,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,5.5,171,1023.8,1024.7
2021-07-30 05:20,6.2,6.2,1.0,69,11.4,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,145,1023.8,1024.7
2021-07-30 05:25,6.3,6.3,1.0,69,11.4,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,3.5,149,1023.8,1024.6
2021-07-30 05:30,6.2,6.2,1.2,70,11.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,174,1023.8,1024.7
2021-07-30 05:35,6.1,6.1,1.2,71,11.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.5,3.5,165,1023.9,1024.8
2021-07-30 05:40,6.1,6.1,1.1,70,11.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,3.5,159,1023.9,1024.8
2021-07-30 05:45,6.3,6.3,1.1,70,11.2,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,164,1023.8,1024.7
