Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-26 00:00,12.1,12.1,8.1,77,19.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.1,7.2,192,1012.0,1012.9
2021-07-26 00:05,12.0,12.0,8.1,77,19.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,195,1011.9,1012.8
2021-07-26 00:10,12.0,12.0,8.1,77,19.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,4.3,9.3,192,1011.9,1012.8
2021-07-26 00:15,12.0,12.0,8.2,77,19.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,1.8,179,1011.9,1012.8
2021-07-26 00:20,11.9,11.9,8.2,78,19.3,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.4,7.2,189,1012.0,1013.0
2021-07-26 00:25,11.9,11.9,8.2,78,19.4,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,3.5,193,1012.2,1013.1
2021-07-26 00:30,11.8,11.8,8.1,78,19.6,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,1.8,210,1012.4,1013.3
2021-07-26 00:35,11.7,11.7,8.2,79,19.7,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,3.5,191,1012.5,1013.4
2021-07-26 00:40,11.6,11.6,8.1,80,19.7,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.5,3.5,216,1012.6,1013.4
2021-07-26 00:45,11.5,11.5,8.2,80,19.7,80,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.7,3.5,185,1012.5,1013.4
2021-07-26 00:50,11.4,11.4,8.1,80,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,192,1012.6,1013.5
2021-07-26 00:55,11.4,11.4,8.1,81,19.6,80,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,206,1012.7,1013.6
2021-07-26 01:00,11.2,11.2,8.2,82,19.7,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,196,1012.7,1013.6
2021-07-26 01:05,11.0,11.0,8.1,82,19.7,80,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,177,1012.9,1013.8
2021-07-26 01:10,11.0,11.0,8.1,82,19.7,80,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,1.8,199,1013.2,1014.0
2021-07-26 01:15,11.0,11.0,8.1,82,19.7,80,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,1.8,203,1013.4,1014.3
2021-07-26 01:20,10.9,10.9,8.0,83,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,212,1013.2,1014.0
2021-07-26 01:25,10.7,10.7,8.0,84,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,195,1013.4,1014.3
2021-07-26 01:30,10.6,10.6,8.0,84,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.7,1.8,194,1013.4,1014.3
2021-07-26 01:35,10.5,10.5,7.9,84,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,206,1013.2,1014.1
2021-07-26 01:40,10.4,10.4,7.8,84,19.6,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,3.5,206,1013.3,1014.2
2021-07-26 01:45,10.4,10.4,7.8,84,19.6,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,209,1013.4,1014.3
2021-07-26 01:50,10.3,10.3,7.7,84,19.7,79,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.8,3.5,203,1013.2,1014.1
2021-07-26 01:55,10.2,10.2,7.7,84,19.6,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,5.5,208,1013.1,1014.0
2021-07-26 02:00,10.1,10.1,7.5,84,19.4,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.1,5.5,207,1013.0,1013.8
2021-07-26 02:05,10.0,9.9,7.5,84,19.2,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.5,9.3,218,1012.9,1013.7
2021-07-26 02:10,9.9,9.9,7.4,84,18.9,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.9,7.2,191,1012.8,1013.7
2021-07-26 02:15,9.9,9.9,7.4,85,18.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,201,1013.1,1014.0
2021-07-26 02:20,9.8,9.8,7.2,84,18.4,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,3.5,233,1013.2,1014.0
2021-07-26 02:25,9.8,9.8,7.2,84,18.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,3.5,207,1013.3,1014.2
2021-07-26 02:30,9.6,9.6,7.1,84,18.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,211,1013.5,1014.4
2021-07-26 02:35,9.5,9.5,6.9,84,18.0,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,204,1013.6,1014.5
2021-07-26 02:40,9.4,9.4,7.0,85,17.8,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,209,1013.8,1014.7
2021-07-26 02:45,9.2,9.2,6.9,86,17.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,3.5,235,1013.5,1014.4
2021-07-26 02:50,9.0,9.0,6.8,86,17.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,191,1013.3,1014.2
2021-07-26 02:55,8.9,8.9,6.7,86,17.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.7,1.8,197,1013.2,1014.1
2021-07-26 03:00,8.9,8.9,6.7,86,17.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,216,1013.1,1014.0
2021-07-26 03:05,9.0,9.0,6.8,86,17.2,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,212,1013.1,1014.0
2021-07-26 03:10,9.0,9.0,6.8,86,17.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,176,1013.1,1014.0
2021-07-26 03:15,9.0,9.0,6.8,86,17.0,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,216,1013.1,1014.0
2021-07-26 03:20,9.1,9.1,6.9,86,16.9,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,212,1013.3,1014.2
2021-07-26 03:25,9.0,9.0,6.8,86,16.8,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,1.8,202,1013.4,1014.3
2021-07-26 03:30,9.0,9.0,6.8,86,16.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,198,1013.6,1014.6
2021-07-26 03:35,8.9,8.9,6.7,86,16.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,211,1013.9,1014.8
2021-07-26 03:40,8.9,8.9,6.6,86,16.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,212,1014.1,1015.0
2021-07-26 03:45,8.8,8.8,6.7,87,16.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.8,1.8,220,1014.1,1015.0
2021-07-26 03:50,8.7,8.7,6.6,87,16.4,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1014.4,1015.3
2021-07-26 03:55,8.6,8.6,6.5,87,16.4,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,1.8,218,1014.5,1015.4
2021-07-26 04:00,8.4,8.4,6.3,87,16.3,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,203,1014.5,1015.4
2021-07-26 04:05,8.3,8.3,6.3,88,16.2,78,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,3.5,272,1014.5,1015.4
2021-07-26 04:10,8.2,8.2,6.2,87,16.2,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.1,1.8,218,1014.4,1015.3
2021-07-26 04:15,8.1,8.1,6.1,87,16.1,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.7,1.8,211,1014.4,1015.3
2021-07-26 04:20,7.9,7.9,6.0,88,16.0,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.3,1.8,203,1014.3,1015.2
2021-07-26 04:25,7.8,7.8,6.0,88,15.9,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.2,1.8,197,1014.3,1015.2
2021-07-26 04:30,7.7,7.7,5.9,88,15.9,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,221,1014.3,1015.2
2021-07-26 04:35,7.4,7.4,5.6,88,15.8,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.4,3.5,225,1014.2,1015.1
2021-07-26 04:40,7.2,7.2,5.4,88,15.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,205,1014.3,1015.2
2021-07-26 04:45,7.0,7.0,5.3,89,15.7,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,3.5,221,1014.3,1015.2
2021-07-26 04:50,6.9,6.9,5.2,89,15.6,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,1.8,211,1014.3,1015.2
2021-07-26 04:55,6.9,6.9,5.1,88,15.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,3.5,214,1014.4,1015.3
2021-07-26 05:00,7.0,7.0,5.2,88,15.5,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.6,3.5,216,1014.4,1015.3
2021-07-26 05:05,6.8,6.8,5.0,88,15.4,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,207,1014.3,1015.2
2021-07-26 05:10,6.8,6.8,4.9,88,15.4,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1014.4,1015.3
2021-07-26 05:15,6.7,6.7,5.0,88,15.3,77,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1014.2,1015.1
2021-07-26 05:20,6.7,6.7,5.0,89,15.3,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.0,0.0,0,1014.0,1015.0
2021-07-26 05:25,6.6,6.6,4.9,89,15.2,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.7,1.8,206,1014.1,1015.0
2021-07-26 05:30,6.6,6.6,4.9,89,15.1,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.4,1.8,196,1014.1,1015.0
2021-07-26 05:35,6.6,6.6,4.9,89,15.1,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.0,1.8,201,1014.0,1014.9
2021-07-26 05:40,6.6,6.6,4.9,89,15.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.9,3.5,197,1014.0,1014.9
2021-07-26 05:45,6.7,6.7,5.1,89,15.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.9,3.5,194,1014.0,1015.0
2021-07-26 05:50,6.7,6.7,4.9,88,14.9,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.4,5.5,231,1014.0,1014.9
2021-07-26 05:55,6.8,6.8,4.9,88,14.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,3.5,200,1014.1,1015.0
2021-07-26 06:00,6.8,6.8,4.9,88,14.8,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,3.5,226,1014.3,1015.2
2021-07-26 06:05,6.8,6.8,4.8,87,14.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.0,5.5,210,1014.5,1015.4
2021-07-26 06:10,6.7,6.7,4.6,86,14.7,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.2,5.5,207,1014.4,1015.3
2021-07-26 06:15,6.7,6.7,4.6,86,14.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,7.2,198,1014.7,1015.5
2021-07-26 06:20,6.8,6.6,4.5,85,14.6,76,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.8,7.2,212,1014.7,1015.6
2021-07-26 06:25,6.8,6.8,4.4,85,14.5,75,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,3.5,211,1015.0,1015.8
2021-07-26 06:30,6.7,6.7,4.4,85,14.4,75,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.8,9.3,218,1015.0,1015.9
2021-07-26 06:35,6.6,6.6,4.1,84,14.4,75,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,205,1015.0,1015.9
