Time,Outdoor Temperature(℃),Outdoor Feels Like(℃),Outdoor Dew Point(℃),Outdoor Humidity(%),Indoor Temperature(℃),Indoor Humidity(%),Solar(W/m2),UVI,Rainfall Rainfall Rain Rate(mm/hr),Rainfall Rainfall Daily(mm),Rainfall Rainfall Event(mm),Rainfall Rainfall Hourly(mm),Rainfall Rainfall Weekly(mm),Rainfall Rainfall Monthly(mm),Rainfall Rainfall Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Pressure Relative(hPa),Pressure Absolute(hPa)
2021-07-18 00:00,6.1,6.1,-0.7,62,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,214,1025.5,1026.4
2021-07-18 00:05,6.3,6.3,-0.7,61,16.1,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,5.5,210,1025.5,1026.4
2021-07-18 00:10,6.4,6.4,-0.8,60,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,7.2,208,1025.5,1026.4
2021-07-18 00:15,6.5,6.5,-0.9,59,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,215,1025.5,1026.4
2021-07-18 00:20,6.5,6.5,-0.9,59,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,216,1025.5,1026.4
2021-07-18 00:25,6.4,6.4,-0.8,60,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,230,1025.8,1026.7
2021-07-18 00:30,6.3,6.3,-0.7,61,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,3.5,265,1025.8,1026.7
2021-07-18 00:35,6.2,6.2,-0.7,61,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,3.5,227,1025.7,1026.5
2021-07-18 00:40,6.2,6.2,-0.7,61,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.8,5.5,265,1025.6,1026.4
2021-07-18 00:45,5.8,5.8,-0.7,63,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.7,11.1,221,1025.7,1026.6
2021-07-18 00:50,5.7,5.7,-0.8,63,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.5,7.2,247,1025.8,1026.6
2021-07-18 00:55,5.9,5.4,-0.8,62,16.0,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,4.1,11.1,221,1025.7,1026.6
2021-07-18 01:00,6.1,5.9,-0.9,61,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.3,7.2,234,1025.8,1026.6
2021-07-18 01:05,6.0,6.0,-0.9,61,16.1,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,3.1,7.2,219,1025.8,1026.7
2021-07-18 01:10,5.9,5.9,-0.9,62,16.1,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.5,5.5,270,1026.0,1026.9
2021-07-18 01:15,5.9,5.9,-0.8,62,16.1,81,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.4,3.5,238,1026.0,1026.9
2021-07-18 01:20,5.7,5.7,-0.7,64,16.1,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,7.2,235,1025.9,1026.7
2021-07-18 01:25,5.3,5.3,-0.6,66,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,5.5,231,1026.1,1027.0
2021-07-18 01:30,5.2,5.2,-0.7,66,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,9.3,228,1025.9,1026.8
2021-07-18 01:35,5.3,5.3,-0.8,65,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.3,3.5,225,1025.9,1026.8
2021-07-18 01:40,5.4,5.4,-0.9,64,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,5.5,261,1026.0,1026.9
2021-07-18 01:45,5.4,5.4,-0.7,65,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.3,5.5,231,1026.0,1026.8
2021-07-18 01:50,4.9,4.9,-0.6,67,16.0,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,7.2,252,1026.1,1026.9
2021-07-18 01:55,4.7,4.7,-0.7,68,15.9,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,3.5,233,1026.1,1027.0
2021-07-18 02:00,4.6,4.6,-0.8,68,15.9,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,248,1026.2,1027.1
2021-07-18 02:05,4.7,4.7,-0.9,67,15.9,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,5.5,228,1026.1,1027.0
2021-07-18 02:10,4.8,4.8,-0.9,67,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.9,5.5,253,1026.1,1026.9
2021-07-18 02:15,4.7,4.7,-0.9,67,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.1,3.5,220,1026.1,1027.0
2021-07-18 02:20,4.5,4.5,-0.9,68,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.8,3.5,236,1026.3,1027.2
2021-07-18 02:25,4.4,4.4,-0.9,68,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,0.8,1.8,223,1026.1,1026.9
2021-07-18 02:30,4.4,4.4,-0.8,69,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.5,5.5,235,1026.0,1026.9
2021-07-18 02:35,4.4,4.4,-0.8,69,15.8,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,2.1,3.5,277,1026.2,1027.1
2021-07-18 02:40,4.3,4.3,-0.9,69,15.7,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.9,5.5,249,1026.2,1027.1
2021-07-18 02:45,4.1,4.1,-0.9,70,15.7,82,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,626.1,1.2,3.5,217,1026.2,1027.1
