latitude,longitude,confidence
-33.37622,-60.146390000000004,n
-33.36678,-60.161559999999994,n
-33.0043,-60.818290000000005,n
-32.89591,-60.95726,n
-32.68673,-60.561119999999995,n
-32.686009999999996,-60.56534,n
-32.6901,-60.56191999999999,n
-32.83705,-60.29346999999999,n
-32.7898,-60.55375,n
-32.78909,-60.55798000000001,n
-33.17091,-60.20115,n
-33.164229999999996,-60.199580000000005,n
-33.16826,-60.196180000000005,n
-33.16965,-60.18781,n
-33.16757,-60.20036999999999,n
-33.17034,-60.18362,n
-33.1716,-60.19696,n
-33.172290000000004,-60.192780000000006,n
-32.849540000000005,-60.113890000000005,n
-33.25867,-60.28614,n
-33.25602,-60.28115,n
-33.259370000000004,-60.281940000000006,n
-32.678059999999995,-60.55025,n
-32.67735,-60.554480000000005,n
-32.678779999999996,-60.54602,n
-32.68,-60.559509999999996,n
-32.68071,-60.55528,n
-32.68143,-60.55105,n
-32.68357,-60.53841,n
-32.684290000000004,-60.534180000000006,n
-32.68215,-60.54682,n
-32.68336,-60.56031,n
-32.68408,-60.556090000000005,n
-32.68694,-60.53921,n
-32.68622,-60.543440000000004,n
-32.68766,-60.534980000000004,n
-32.68745,-60.55689,n
-32.695609999999995,-60.55003000000001,n
-32.69898,-60.550830000000005,n
-33.25533,-60.28535,n
-32.71232,-60.492509999999996,n
-32.71304,-60.48829,n
-32.7164,-60.48908,n
-32.71711,-60.48481999999999,n
-32.71925,-60.472159999999995,n
-32.71568,-60.49331,n
-33.20345,-60.361380000000004,n
-33.20415,-60.35718000000001,n
-33.20554,-60.348769999999995,n
-33.20485,-60.35296999999999,n
-33.2075,-60.35796,n
-33.209270000000004,-60.353,n
-33.20786,-60.36141,n
-33.20819,-60.35376,n
-33.20856,-60.357209999999995,n
-33.2068,-60.36216999999999,n
-32.7162,-60.51099,n
-32.720279999999995,-60.507569999999994,n
-32.73069,-60.54962,n
-32.734770000000005,-60.54619,n
-32.74453,-60.50894,n
-32.74524,-60.50471999999999,n
-32.749309999999994,-60.501290000000004,n
-32.743629999999996,-60.535109999999996,n
-32.74413,-60.53414,n
-32.749159999999996,-60.504569999999994,n
-32.75323,-60.50115,n
-32.7475,-60.53493,n
-32.779709999999994,-60.55135,n
-32.78042,-60.54711999999999,n
-32.78236,-60.556380000000004,n
-32.78307,-60.55215,n
-32.78572,-60.55718,n
-32.78644,-60.55295,n
-32.71996,-60.46795,n
-32.72119,-60.4814,n
-32.72526,-60.47798,n
-32.734629999999996,-60.48463,n
-32.73799,-60.48543000000001,n
-32.74064,-60.49045,n
-32.74135,-60.486230000000006,n
-32.74471,-60.487019999999994,n
-32.744,-60.49125,n
-32.74736,-60.49205,n
-32.785,-60.561409999999995,n
-32.78837,-60.56221,n
-33.186659999999996,-60.2079,n
-33.18192,-60.203759999999996,n
-33.18237,-60.20848,n
-32.59623,-60.75586,n
-32.59681,-60.75708,n
-33.04955,-60.313230000000004,n
-33.1575,-60.20036999999999,n
-33.185759999999995,-60.19843,n
-32.88977,-60.170759999999994,n
-32.70146,-60.559630000000006,n
-32.69527,-60.54079,n
-32.69619,-60.5505,n
-32.69665,-60.55535,n
-32.69275,-60.5608,n
-32.68567,-60.53224,n
-32.68132,-60.532830000000004,n
-32.68223,-60.54254,n
-32.678340000000006,-60.547959999999996,n
-32.67879,-60.55282,n
-32.67924,-60.557680000000005,n
-32.692440000000005,-60.558980000000005,n
-32.68809,-60.559540000000005,n
-32.681309999999996,-60.535880000000006,n
-32.677929999999996,-60.54614,n
-32.6789,-60.55584,n
-32.679390000000005,-60.5607,n
-32.89069,-60.18009,n
-32.71578,-60.47926,n
-32.71624,-60.484080000000006,n
-32.711909999999996,-60.48466,n
-32.712379999999996,-60.48948000000001,n
-33.2041,-60.34607,n
-33.20364,-60.34125,n
-33.20797,-60.34066,n
-32.76197,-60.502419999999994,n
-32.76245,-60.507259999999995,n
-32.75329,-60.50359,n
-32.747440000000005,-60.533809999999995,n
-32.73922,-60.53982,n
-32.73487,-60.540409999999994,n
-32.73146,-60.5507,n
-32.77498,-60.54492,n
-32.76727,-60.511509999999994,n
-32.77063,-60.54549,n
-32.7711,-60.55035,n
-32.76579,-60.54121,n
-32.756679999999996,-60.49333000000001,n
-32.75715,-60.498169999999995,n
-32.752340000000004,-60.49391,n
-32.74272,-60.48542,n
-32.72398,-60.473290000000006,n
-32.71965,-60.473859999999995,n
-32.72058,-60.4835,n
-32.69458,-60.580290000000005,n
-32.68885,-60.56624,n
-32.68496,-60.5717,n
-32.6994,-60.58458,n
-32.68977,-60.575990000000004,n
-32.694390000000006,-60.578430000000004,n
-32.67987,-60.56556,n
-32.68015,-60.567409999999995,n
-32.70192,-60.5645,n
-32.6884,-60.56137,n
-32.6845,-60.56683,n
-32.68858,-60.564409999999995,n
-32.67068,-60.56185,n
-32.671170000000004,-60.56671,n
-32.67503,-60.56126999999999,n
-32.693670000000004,-60.570530000000005,n
-32.68422,-60.564980000000006,n
-32.69341,-60.568690000000004,n
-32.697559999999996,-60.56508,n
-32.68541,-60.57657,n
