latitude,longitude,confidence
-32.73413,-60.56305,n
-32.7356,-60.561580000000006,n
-33.363640000000004,-60.16834,n
-32.88855,-60.0802,n
-32.88178,-60.07719,n
-32.88414,-60.069359999999996,n
-32.87942,-60.08503,n
-32.87705,-60.09287,n
-32.88798,-60.069630000000004,n
-32.874,-60.09008000000001,n
-32.88319,-60.08524,n
-32.74107,-60.56615,n
-32.74799,-60.569280000000006,n
-32.73993,-60.572990000000004,n
-32.742540000000005,-60.564640000000004,n
-32.74948,-60.567730000000005,n
-32.77028,-60.577040000000004,n
-32.89091,-60.07236999999999,n
-32.73489,-60.53484,n
-32.74437,-60.52959,n
-32.736470000000004,-60.5335,n
-32.73851,-60.57453,n
-32.71848,-60.537,n
-32.772859999999994,-60.568690000000004,n
-33.37399,-60.146809999999995,n
-33.366040000000005,-60.16046,n
-33.36922,-60.162180000000006,n
-33.37508,-60.146519999999995,n
-33.36979,-60.15191,n
-32.736999999999995,-60.56182,n
-32.563829999999996,-60.647130000000004,n
-32.88523,-60.076530000000005,n
-32.8794,-60.0878,n
-32.88049,-60.07593000000001,n
-32.83402,-60.05811,n
-32.82927,-60.05751,n
-32.82874,-60.06345,n
-32.87973,-60.0882,n
-32.88469,-60.08246,n
-32.88578,-60.0706,n
-32.88499,-60.08286999999999,n
-32.885999999999996,-60.070980000000006,n
-32.8855,-60.076919999999994,n
-32.88074,-60.07631,n
-32.74062,-60.57351,n
-32.74111,-60.567969999999995,n
-32.741609999999994,-60.56244,n
-32.74622,-60.56305,n
-32.75033,-60.56919,n
-32.75083,-60.56366,n
-32.75544,-60.56426,n
-32.76466,-60.56547,n
-32.89075,-60.071580000000004,n
-33.25629,-60.28669,n
-32.886340000000004,-60.17847,n
-32.891059999999996,-60.179080000000006,n
-32.71783,-60.53634,n
-32.72811,-60.52646,n
-32.728640000000006,-60.52092,n
-32.73273,-60.52706,n
-32.733259999999994,-60.521519999999995,n
-32.73788,-60.522119999999994,n
-32.73735,-60.52766,n
-32.71591,-60.536559999999994,n
-32.72053,-60.537180000000006,n
-32.73124,-60.52175,n
-32.73075,-60.52729,n
-32.735859999999995,-60.52235,n
-32.74049,-60.522969999999994,n
-32.7375,-60.556290000000004,n
-32.73999,-60.52851999999999,n
-32.74211,-60.5569,n
-32.744609999999994,-60.529140000000005,n
-32.74511,-60.523559999999996,n
-32.77337,-60.57224,n
-32.77388,-60.56669,n
-32.772859999999994,-60.57776,n
-32.778490000000005,-60.5673,n
-32.77798,-60.57284,n
-33.37455,-60.15251,n
-33.37983,-60.147119999999994,n
-33.36874,-60.163819999999994,n
-33.3768,-60.14795,n
-33.36801,-60.159580000000005,n
-33.049859999999995,-60.3126,n
-32.88568,-60.07655,n
-32.884879999999995,-60.07196,n
-32.88837,-60.0711,n
-32.86448,-60.10091,n
-32.86716,-60.09547,n
-32.874140000000004,-60.09375,n
-32.88219,-60.07742,n
-32.86636,-60.09089,n
-32.86287,-60.09174,n
-33.1569,-60.17624,n
-33.16357,-60.19353,n
-32.86368,-60.09633,n
-33.1577,-60.180769999999995,n
-32.86019,-60.097190000000005,n
-33.15076,-60.182469999999995,n
-32.74654,-60.569219999999994,n
-32.73468,-60.56281,n
-32.73123,-60.56364,n
-32.89206,-60.175180000000005,n
-32.88858,-60.17604,n
-32.704390000000004,-60.53297,n
-32.70517,-60.53743000000001,n
-32.89454,-60.06479,n
-32.89105,-60.06565,n
-32.889379999999996,-60.18059,n
-32.755340000000004,-60.516059999999996,n
-32.7561,-60.52052,n
-32.7519,-60.516890000000004,n
-32.75878,-60.55701,n
-32.755340000000004,-60.55783,n
-32.74423,-60.51409,n
-32.745,-60.51855,n
-32.74577,-60.523019999999995,n
-32.7496,-60.54531,n
-32.750370000000004,-60.54976,n
-32.7519,-60.55866999999999,n
-32.74001,-60.510459999999995,n
-32.74078,-60.51492,n
-32.74155,-60.519380000000005,n
-32.73579,-60.50682,n
-32.742709999999995,-60.54696,n
-32.74501,-60.56032,n
-32.73234,-60.507659999999994,n
-32.733109999999996,-60.512119999999996,n
-32.73927,-60.5478,n
-32.729659999999996,-60.51295,n
-32.73043,-60.51741,n
-32.735820000000004,-60.54861999999999,n
-32.73659,-60.55308,n
-32.73083,-60.54054,n
-32.733909999999995,-60.55836,n
-32.72353,-60.51908,n
-32.73046,-60.559180000000005,n
-32.71931,-60.515440000000005,n
-32.72009,-60.5199,n
-32.71587,-60.51627,n
-32.716640000000005,-60.52074,n
-32.77628,-60.54915,n
-32.77179,-60.549240000000005,n
-32.77332,-60.55814,n
-32.769870000000004,-60.558980000000005,n
-33.23448,-60.18558,n
-33.02298,-60.323859999999996,n
-32.78781,-60.574169999999995,n
-32.78437,-60.575,n
-33.22755,-60.18728,n
-33.15609,-60.171690000000005,n
-33.15956,-60.170840000000005,n
-32.88511,-60.17689,n
