latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-26.01041,-61.14263,318.3,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,266.1,2.2,N
-38.32698,-69.05874,325.3,0.69,0.74,2021-07-01,0418,1,VIIRS,n,2.0NRT,269,2.9,N
-38.18529,-68.70098,308.7,0.67,0.73,2021-07-01,0418,1,VIIRS,n,2.0NRT,268.2,2,N
-27.06652,-61.10117,306,0.51,0.66,2021-07-01,0418,1,VIIRS,n,2.0NRT,275.9,1.2,N
-38.27272,-68.80275,312.6,0.67,0.74,2021-07-01,0418,1,VIIRS,n,2.0NRT,268.9,1.9,N
-26.01385,-61.14375,312.7,0.54,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,266.1,2,N
-26.09834,-61.17667,299.1,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,267,1.4,N
-38.27324,-68.80395,319.2,0.67,0.74,2021-07-01,0418,1,VIIRS,n,2.0NRT,269,2.2,N
-26.01178,-61.13721,299.5,0.54,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,266.2,2.2,N
-29.19293,-60.9943,298,0.45,0.63,2021-07-01,0418,1,VIIRS,n,2.0NRT,267.8,1.6,N
-26.00631,-61.14721,297.8,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,264.6,2,N
-25.99815,-61.13868,296.8,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,265.3,1.1,N
-25.99952,-61.13326,309,0.54,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,266.4,1.1,N
-27.20433,-61.47185,306.7,0.53,0.67,2021-07-01,0418,1,VIIRS,n,2.0NRT,276.9,1.1,N
-26.00772,-61.1418,317.5,0.54,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,265.9,2,N
-27.21041,-61.47388,301.3,0.53,0.67,2021-07-01,0418,1,VIIRS,n,2.0NRT,275.4,1,N
-26.00428,-61.14065,321,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,267.1,2.2,N
-38.33349,-68.96768,308.3,0.68,0.74,2021-07-01,0418,1,VIIRS,n,2.0NRT,266.7,2.1,N
-26.09971,-61.17122,311.9,0.54,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,267.9,1.4,N
-26.00904,-61.14805,300.9,0.55,0.68,2021-07-01,0418,1,VIIRS,n,2.0NRT,264.7,4,N
-38.19052,-68.70533,305.9,0.67,0.73,2021-07-01,0418,1,VIIRS,n,2.0NRT,267.5,1.2,N
-38.3272,-69.05652,313.1,0.69,0.74,2021-07-01,0424,1,VIIRS,n,2.0NRT,269.4,1.8,N
-38.33374,-69.05978,297.1,0.69,0.74,2021-07-01,0424,1,VIIRS,n,2.0NRT,267.4,1.8,N
-38.33406,-68.96592,304.6,0.68,0.74,2021-07-01,0424,1,VIIRS,n,2.0NRT,266.8,1.7,N
-38.2798,-68.80402,324.7,0.47,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,270.1,1.7,N
-27.00457,-64.75484,308.6,0.61,0.53,2021-07-01,0600,1,VIIRS,n,2.0NRT,271.3,2,N
-38.40735,-68.71521,295.3,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.3,1.5,N
-26.09982,-61.16987,296.7,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,265,0.8,N
-38.33226,-69.05763,311,0.46,0.47,2021-07-01,0600,1,VIIRS,n,2.0NRT,269.9,1.2,N
-38.1917,-68.69863,304.1,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,268.1,1.3,N
-29.19211,-60.99566,303.2,0.55,0.68,2021-07-01,0600,1,VIIRS,n,2.0NRT,261.5,0.8,N
-29.19448,-60.99655,317.9,0.55,0.68,2021-07-01,0600,1,VIIRS,n,2.0NRT,262,1.4,N
-37.34386,-69.20348,303.6,0.44,0.46,2021-07-01,0600,1,VIIRS,n,2.0NRT,270.6,1.5,N
-30.0518,-62.41259,298.3,0.46,0.63,2021-07-01,0600,1,VIIRS,n,2.0NRT,265.9,1,N
-29.19844,-60.99613,308.7,0.55,0.68,2021-07-01,0600,1,VIIRS,n,2.0NRT,261.8,0.8,N
-38.19122,-68.70412,300.4,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.5,1.3,N
-38.41182,-68.71587,319,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.3,1.5,N
-38.22896,-69.02454,303.7,0.46,0.47,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.6,1.2,N
-26.00968,-61.14132,309.8,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,266.3,2.2,N
-26.01579,-61.14188,306.1,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,264.2,2.2,N
-26.00366,-61.13685,311.3,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.9,1.6,N
-24.84071,-65.38235,301.3,0.53,0.5,2021-07-01,0600,1,VIIRS,n,2.0NRT,272.5,1.2,N
-38.2373,-68.66784,306.9,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.8,1,N
-38.34015,-68.96808,318.8,0.47,0.47,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.4,2.5,N
-26.00328,-61.14191,303.8,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,265.4,1.6,N
-26.01549,-61.143,308.6,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,265.4,1.8,N
-27.00539,-64.75539,303.4,0.61,0.53,2021-07-01,0600,1,VIIRS,n,2.0NRT,271.8,1.6,N
-26.09945,-61.17491,301.9,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,265,0.8,N
-38.46634,-69.04774,309.9,0.46,0.47,2021-07-01,0600,1,VIIRS,n,2.0NRT,267.6,1.4,N
-26.00939,-61.14246,313.4,0.5,0.66,2021-07-01,0600,1,VIIRS,n,2.0NRT,265.9,1.6,N
-38.35966,-68.74294,340.2,0.48,0.48,2021-07-01,0600,1,VIIRS,n,2.0NRT,272.3,5.2,N
-50.60093,-71.17152,310.5,0.49,0.49,2021-07-01,0606,1,VIIRS,n,2.0NRT,271.7,1.3,N
-28.35892,-60.92424,348.9,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.9,10.9,D
-25.91047,-60.62316,339.5,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,296.2,6.4,D
-29.03831,-60.72901,329.5,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.6,7.6,D
-28.8894,-60.67457,337.4,0.75,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.6,5.5,D
-30.67928,-60.09191,333.2,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.1,13,D
-27.60649,-57.11687,367,0.44,0.63,2021-07-01,1642,1,VIIRS,h,2.0NRT,295.8,11,D
-28.82262,-56.64511,327.5,0.43,0.62,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.4,1.9,D
-23.35752,-61.70174,367,0.79,0.78,2021-07-01,1642,1,VIIRS,h,2.0NRT,296.2,13.3,D
-25.3605,-57.874,350,0.47,0.64,2021-07-01,1642,1,VIIRS,n,2.0NRT,295.7,7.2,D
-26.31456,-60.43337,347.2,0.7,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,297.3,11.5,D
-29.10654,-60.57704,328.3,0.74,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.5,11.3,D
-29.0402,-60.71394,337.7,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.5,11.4,D
-29.11025,-60.57993,346.1,0.75,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.8,8.7,D
-27.56412,-56.14823,338.9,0.39,0.59,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.6,3,D
-26.32711,-58.81763,345,0.55,0.68,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.7,8.5,D
-27.54282,-55.9457,332.9,0.37,0.58,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.5,2.8,D
-29.18179,-59.62746,356,0.65,0.73,2021-07-01,1642,1,VIIRS,l,2.0NRT,289.7,38,D
-28.7239,-60.47875,328.4,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.8,6.4,D
-29.18212,-59.63416,343,0.65,0.73,2021-07-01,1642,1,VIIRS,n,2.0NRT,294.1,37.7,D
-29.175,-59.62783,356.3,0.65,0.73,2021-07-01,1642,1,VIIRS,l,2.0NRT,289.8,15.7,D
-29.17681,-59.63414,337.1,0.65,0.73,2021-07-01,1642,1,VIIRS,n,2.0NRT,294.7,39.5,D
-28.34027,-60.94387,334.2,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,293,15.1,D
-28.33996,-60.93585,367,0.77,0.78,2021-07-01,1642,1,VIIRS,h,2.0NRT,293.3,15.1,D
-28.34718,-60.93547,356,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,295.2,15.1,D
-30.69847,-60.03793,336.6,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,285.9,5,D
-27.54368,-56.17024,367,0.39,0.59,2021-07-01,1642,1,VIIRS,h,2.0NRT,296.5,59.5,D
-26.45124,-58.78381,326.5,0.55,0.68,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.8,2.2,D
-25.18279,-58.2359,331.7,0.49,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.9,2.4,D
-28.73553,-60.48058,348.4,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.5,9.5,D
-25.60902,-57.66924,325,0.46,0.63,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.9,2.7,D
-26.32982,-58.81724,347.1,0.55,0.68,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.4,6.4,D
-25.60938,-57.67388,328.2,0.46,0.63,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.1,2.7,D
-28.34687,-60.92746,338.1,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.2,21.3,D
-27.54942,-55.96013,337.5,0.38,0.58,2021-07-01,1642,1,VIIRS,n,2.0NRT,295.2,5.9,D
-28.35472,-60.94312,350.2,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.2,11.8,D
-28.73097,-60.47839,367,0.73,0.76,2021-07-01,1642,1,VIIRS,h,2.0NRT,293.8,13.7,D
-28.36195,-60.94275,337.4,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.6,11.8,D
-28.36163,-60.93473,352.8,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.6,11.8,D
-28.63018,-59.81028,325.8,0.66,0.73,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.1,4.2,D
-27.54912,-55.95633,354.3,0.38,0.58,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.9,7,D
-24.53886,-60.52094,349.5,0.68,0.74,2021-07-01,1642,1,VIIRS,n,2.0NRT,295.3,10.9,D
-29.17652,-59.6274,367,0.65,0.73,2021-07-01,1642,1,VIIRS,h,2.0NRT,292.2,39.5,D
-29.04049,-60.72186,332.2,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.1,11.4,D
-25.66657,-57.99852,333.4,0.48,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.8,4.4,D
-28.73804,-60.47804,340.9,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.7,13.7,D
-28.75183,-60.46975,329.2,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.3,6,D
-28.72816,-60.47336,332.8,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.9,15.4,D
-29.17533,-59.63453,337.6,0.65,0.73,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.2,13.7,D
-29.2289,-57.30581,367,0.47,0.64,2021-07-01,1642,1,VIIRS,h,2.0NRT,293.6,13.8,D
-28.3751,-60.91,367,0.77,0.77,2021-07-01,1642,1,VIIRS,h,2.0NRT,292.9,14.3,D
-28.37477,-60.902,355,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.5,14.3,D
-28.36099,-60.91871,336.6,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.1,10.7,D
-28.36131,-60.92672,367,0.77,0.77,2021-07-01,1642,1,VIIRS,h,2.0NRT,293.9,10.7,D
-28.36821,-60.91833,341.3,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.7,14.4,D
-29.02194,-60.85798,341.6,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.7,8.8,D
-30.70548,-60.03757,327,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,288.7,5,D
-28.36788,-60.91033,341.8,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.1,14.3,D
-26.3151,-60.42997,367,0.69,0.75,2021-07-01,1642,1,VIIRS,h,2.0NRT,297.6,20,D
-28.72846,-60.48096,367,0.73,0.76,2021-07-01,1642,1,VIIRS,h,2.0NRT,294.6,19.8,D
-33.37964,-60.14595,327,0.75,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,288.1,4.6,D
-28.39186,-60.96544,326.9,0.78,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.1,6.5,D
-30.71849,-60.20506,346,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.6,20.7,D
-30.72555,-60.20474,355.9,0.73,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.5,20.7,D
-25.1742,-59.87749,326.1,0.63,0.72,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.3,2.5,D
-23.36704,-61.70773,351.1,0.79,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,296.2,12.9,D
-25.17682,-59.87677,328.4,0.63,0.72,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.6,3.3,D
-25.7069,-57.97057,325,0.48,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.2,2.9,D
-27.54428,-56.17817,330.1,0.39,0.59,2021-07-01,1642,1,VIIRS,n,2.0NRT,296,56.3,D
-29.05485,-60.72113,333.2,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.9,5.3,D
-26.35286,-60.5019,342.8,0.7,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,294,10.7,D
-23.36524,-61.70906,351.8,0.79,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,296.8,14.5,D
-29.23894,-60.75543,338.2,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.8,7.3,D
-29.22982,-60.70795,326,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.6,4.9,D
-27.54398,-56.1742,367,0.39,0.59,2021-07-01,1642,1,VIIRS,h,2.0NRT,326.3,56.3,D
-26.35422,-60.50565,367,0.7,0.75,2021-07-01,1642,1,VIIRS,h,2.0NRT,297.1,13.6,D
-29.05951,-60.72009,337.6,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.7,4.4,D
-29.07426,-60.66481,327,0.75,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.2,3,D
-23.36477,-61.7013,332.8,0.79,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,294.7,11.3,D
-25.5554,-57.58636,325.6,0.45,0.63,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.8,3.3,D
-26.35323,-60.50908,336.9,0.7,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,295.8,10.5,D
-29.02314,-60.8429,338.1,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.5,11.4,D
-28.22074,-56.71207,349.6,0.42,0.61,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.9,7.9,D
-26.63511,-58.79021,347.4,0.55,0.68,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.4,9,D
-27.08913,-60.56273,331,0.72,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.7,3.8,D
-30.72528,-60.19703,335.2,0.72,0.76,2021-07-01,1642,1,VIIRS,n,2.0NRT,287.3,18.9,D
-25.52482,-60.31464,367,0.67,0.74,2021-07-01,1642,1,VIIRS,h,2.0NRT,296.9,18.9,D
-26.63933,-58.79134,347.7,0.55,0.68,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.1,8.2,D
-25.52552,-60.31413,367,0.67,0.74,2021-07-01,1642,1,VIIRS,h,2.0NRT,296.7,15.2,D
-28.3452,-60.94093,367,0.77,0.78,2021-07-01,1642,1,VIIRS,h,2.0NRT,294.5,31.7,D
-29.05233,-60.72042,327,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.1,4.4,D
-29.03765,-60.71318,345.8,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.2,8.2,D
-25.45747,-60.45609,337.7,0.69,0.74,2021-07-01,1642,1,VIIRS,n,2.0NRT,296.8,10.1,D
-28.34484,-60.93292,367,0.77,0.77,2021-07-01,1642,1,VIIRS,h,2.0NRT,297,36.5,D
-28.35279,-60.94861,328.4,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.5,7,D
-29.01778,-57.57229,348.7,0.49,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.6,4.9,D
-26.31837,-60.12575,326.9,0.66,0.73,2021-07-01,1642,1,VIIRS,n,2.0NRT,294.7,2.6,D
-27.60618,-57.11232,330.6,0.44,0.63,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.7,9.1,D
-26.31421,-60.42632,354.1,0.69,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,294.7,11.5,D
-27.60675,-57.11487,367,0.44,0.63,2021-07-01,1642,1,VIIRS,h,2.0NRT,294.9,15.2,D
-30.6745,-60.09132,349.9,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.7,12.7,D
-25.91596,-60.62297,343.3,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,298.4,6.7,D
-30.70041,-60.03719,343.2,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,287,7.1,D
-30.66497,-60.08501,332.1,0.71,0.75,2021-07-01,1642,1,VIIRS,n,2.0NRT,288.1,5.7,D
-29.03798,-60.72108,325,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.9,8.2,D
-28.35243,-60.94059,333.1,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.6,7,D
-28.25723,-60.91323,345.3,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.5,12.4,D
-30.50482,-59.83687,335.3,0.69,0.74,2021-07-01,1642,1,VIIRS,n,2.0NRT,288,7.5,D
-26.11889,-58.20805,326.4,0.5,0.66,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.1,2.5,D
-28.35965,-60.94025,346,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.5,7,D
-28.56409,-61.05213,328.1,0.79,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.2,5.8,D
-28.35929,-60.93225,332.9,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292,10.9,D
-25.71255,-57.96521,343.5,0.48,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.6,4.3,D
-25.71291,-57.97005,333.1,0.48,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.3,4.3,D
-29.02369,-60.85905,344,0.77,0.78,2021-07-01,1642,1,VIIRS,n,2.0NRT,292,16.5,D
-28.21488,-60.93944,333.6,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.3,4.9,D
-28.06574,-55.81192,344.9,0.37,0.58,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.6,3.2,D
-28.37543,-60.91797,334.9,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.2,14.4,D
-29.23224,-60.70866,328,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.6,3.6,D
-29.06203,-60.72077,331.3,0.76,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,289.8,5.3,D
-30.71822,-60.19735,356,0.72,0.76,2021-07-01,1642,1,VIIRS,l,2.0NRT,289.3,18.9,D
-27.11423,-55.35956,367,0.34,0.56,2021-07-01,1642,1,VIIRS,h,2.0NRT,292.4,6.6,D
-28.22052,-60.94609,326.8,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.2,4.3,D
-28.25516,-60.91248,335.9,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.4,7.4,D
-29.0213,-60.84185,345,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.9,13.2,D
-28.38231,-60.90963,339.4,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,290.9,6.2,D
-28.2569,-60.90525,339,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,291.8,11.4,D
-28.22017,-60.93813,327.3,0.77,0.77,2021-07-01,1642,1,VIIRS,n,2.0NRT,292.3,4.3,D
-25.71856,-57.96471,338.6,0.48,0.65,2021-07-01,1642,1,VIIRS,n,2.0NRT,293.1,4.3,D
-47.62287,-68.63801,334,0.44,0.39,2021-07-01,1818,1,VIIRS,n,2.0NRT,281.1,3.4,D
-38.27888,-68.80359,327.4,0.39,0.36,2021-07-01,1818,1,VIIRS,n,2.0NRT,294,1.2,D
-38.33835,-68.96675,329.8,0.39,0.36,2021-07-01,1818,1,VIIRS,n,2.0NRT,290.2,3,D
-39.22123,-66.05189,343.3,0.39,0.37,2021-07-01,1818,1,VIIRS,n,2.0NRT,289.9,13.3,D
-27.48222,-65.46436,327.9,0.38,0.43,2021-07-01,1824,1,VIIRS,n,2.0NRT,292.7,2.2,D
-29.46547,-57.17419,347,0.52,0.67,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.1,8,D
-25.65653,-57.91661,326.6,0.58,0.7,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.7,7.9,D
-29.89986,-62.52564,339.4,0.5,0.49,2021-07-01,1824,1,VIIRS,n,2.0NRT,298.1,9.6,D
-29.92976,-62.59893,326.2,0.5,0.49,2021-07-01,1824,1,VIIRS,n,2.0NRT,294.2,2.4,D
-30.06669,-62.49914,337.4,0.5,0.49,2021-07-01,1824,1,VIIRS,n,2.0NRT,297.4,6.8,D
-28.41385,-62.59358,353.8,0.53,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,302.1,34.3,D
-30.06557,-62.494,326.3,0.5,0.49,2021-07-01,1824,1,VIIRS,n,2.0NRT,293.7,6.8,D
-28.37444,-60.90328,327.4,0.34,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,294.2,2.5,D
-28.37365,-60.89989,344.8,0.34,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,294.8,2.5,D
-27.55752,-56.17541,352.5,0.66,0.73,2021-07-01,1824,1,VIIRS,n,2.0NRT,292.4,9.4,D
-33.34111,-65.97422,340.5,0.45,0.39,2021-07-01,1824,1,VIIRS,n,2.0NRT,295.2,4.8,D
-28.01489,-60.80368,348.1,0.35,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,294.2,4.9,D
-28.01937,-62.64326,328.1,0.54,0.51,2021-07-01,1824,1,VIIRS,n,2.0NRT,295.2,2.7,D
-28.96378,-60.55414,340.6,0.34,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.9,3.8,D
-28.01577,-60.80481,355,0.35,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,295.6,5.3,D
-29.17533,-59.62892,336.6,0.38,0.59,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.2,4.1,D
-30.14464,-61.3023,348.4,0.58,0.52,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.9,8.8,D
-29.99568,-61.24455,334,0.59,0.53,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.9,5.1,D
-28.06766,-55.81121,333.3,0.67,0.74,2021-07-01,1824,1,VIIRS,n,2.0NRT,299.5,85.4,D
-29.17626,-59.63284,328.3,0.38,0.59,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.3,3.8,D
-28.96313,-60.55589,330.8,0.34,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.5,4,D
-35.11227,-60.00245,338.7,0.53,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,299.7,69.6,D
-28.36308,-62.77525,340.1,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,298.3,7.8,D
-28.35853,-62.77647,349.1,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,305.8,15.1,D
-28.35283,-62.7724,328.6,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,297.8,15.1,D
-28.359,-62.77385,327.3,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,296.7,12.1,D
-28.36012,-62.77916,339.4,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,308.2,32.4,D
-28.35445,-62.77508,326.3,0.52,0.5,2021-07-01,1824,1,VIIRS,l,2.0NRT,298.4,6.9,D
-28.35558,-62.78038,338.9,0.52,0.5,2021-07-01,1824,1,VIIRS,n,2.0NRT,298.1,5,D
-25.52238,-60.31373,342.6,0.42,0.61,2021-07-01,1824,1,VIIRS,n,2.0NRT,298.9,5.1,D
-28.06584,-55.80468,356.7,0.67,0.74,2021-07-01,1824,1,VIIRS,l,2.0NRT,303,127.1,D
-25.53351,-60.31065,346.9,0.42,0.61,2021-07-01,1824,1,VIIRS,n,2.0NRT,300.1,6.1,D
-29.3405,-60.88188,345.8,0.32,0.55,2021-07-01,1824,1,VIIRS,n,2.0NRT,292.1,4.2,D
-27.54985,-55.95775,367,0.68,0.74,2021-07-01,1824,1,VIIRS,h,2.0NRT,295.9,21,D
-28.36049,-60.992,332,0.33,0.55,2021-07-01,1824,1,VIIRS,n,2.0NRT,292.9,1.9,D
-28.35742,-60.97855,328.1,0.33,0.55,2021-07-01,1824,1,VIIRS,n,2.0NRT,293.7,1.3,D
-23.40312,-61.63635,342.3,0.39,0.59,2021-07-01,1824,1,VIIRS,n,2.0NRT,298.4,3.1,D
-28.05916,-55.80675,367,0.67,0.74,2021-07-01,1824,1,VIIRS,h,2.0NRT,300.8,124.2,D
-28.38778,-61.90974,338.8,0.59,0.53,2021-07-01,1824,1,VIIRS,n,2.0NRT,295.1,5.6,D
-31.17325,-60.03725,367,0.33,0.55,2021-07-01,1824,1,VIIRS,h,2.0NRT,293.5,12.5,D
-28.00078,-64.44769,343.4,0.43,0.46,2021-07-01,1824,1,VIIRS,n,2.0NRT,295.9,5.7,D
-28.06094,-55.81314,339.6,0.67,0.74,2021-07-01,1824,1,VIIRS,n,2.0NRT,296.9,89.5,D
-29.62043,-60.07174,342.6,0.35,0.57,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.2,6.8,D
-31.87257,-60.90406,334.9,0.56,0.52,2021-07-01,1824,1,VIIRS,n,2.0NRT,290.4,4,D
-28.27705,-60.91927,345.4,0.34,0.56,2021-07-01,1824,1,VIIRS,n,2.0NRT,292.8,7.9,D
-28.58873,-61.00562,328.7,0.33,0.55,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.3,2.4,D
-28.20913,-56.67614,333.4,0.59,0.7,2021-07-01,1824,1,VIIRS,n,2.0NRT,291.3,3.8,D
