latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.2346,-60.0271,350.21,0.38,0.36,1745,1,VIIRS,n,2.0NRT,304.5,5.45,D
-33.23246,-60.02686,346.27,0.38,0.36,1745,1,VIIRS,n,2.0NRT,303.98,68.59,D
-33.22581,-60.02827,334.22,0.38,0.36,1745,1,VIIRS,n,2.0NRT,303.13,7.2,D
-33.22643,-60.03241,353.76,0.38,0.36,1745,1,VIIRS,n,2.0NRT,321.05,25.26,D
-33.22704,-60.03655,347.62,0.38,0.36,1745,1,VIIRS,n,2.0NRT,315.65,25.26,D
-33.22766,-60.04069,343.11,0.38,0.36,1745,1,VIIRS,n,2.0NRT,313.19,21.57,D
-33.2231,-60.03311,341.85,0.38,0.36,1745,1,VIIRS,n,2.0NRT,312.52,25.26,D
-33.22718,-60.0835,335.22,0.39,0.36,1745,1,VIIRS,n,2.0NRT,307.62,4.58,D
-33.21522,-60.02624,336.54,0.38,0.36,1745,1,VIIRS,n,2.0NRT,301.72,4.07,D
-33.18703,-60.11329,334.9,0.39,0.36,1745,1,VIIRS,n,2.0NRT,306.33,2.27,D
-33.17163,-60.12507,340.24,0.39,0.36,1745,1,VIIRS,n,2.0NRT,304.0,2.25,D
-33.17137,-60.14647,341.26,0.39,0.36,1745,1,VIIRS,n,2.0NRT,312.36,14.77,D
-33.14713,-60.00648,336.15,0.38,0.36,1745,1,VIIRS,n,2.0NRT,299.47,5.42,D
-33.17906,-60.22179,341.18,0.39,0.36,1745,1,VIIRS,n,2.0NRT,310.88,3.7,D
-33.1438,-60.00718,333.02,0.38,0.36,1745,1,VIIRS,n,2.0NRT,299.53,5.42,D
-33.14442,-60.01131,337.27,0.38,0.36,1745,1,VIIRS,n,2.0NRT,308.59,5.42,D
-33.14109,-60.01202,345.84,0.38,0.36,1745,1,VIIRS,n,2.0NRT,302.53,4.97,D
-33.16812,-60.19415,344.18,0.39,0.36,1745,1,VIIRS,n,2.0NRT,308.8,7.9,D
-33.13777,-60.01272,345.66,0.38,0.36,1745,1,VIIRS,n,2.0NRT,298.78,4.97,D
-33.16479,-60.19485,346.95,0.39,0.36,1745,1,VIIRS,n,2.0NRT,311.8,7.9,D
-33.13506,-60.01756,334.09,0.38,0.36,1745,1,VIIRS,n,2.0NRT,303.87,4.36,D
-33.15875,-60.20038,352.39,0.39,0.36,1745,1,VIIRS,n,2.0NRT,321.07,40.17,D
-33.12903,-60.02309,332.54,0.38,0.36,1745,1,VIIRS,n,2.0NRT,301.92,8.07,D
-33.12571,-60.02379,349.54,0.38,0.36,1745,1,VIIRS,n,2.0NRT,304.72,8.07,D
-33.15149,-60.19763,334.21,0.39,0.36,1745,1,VIIRS,n,2.0NRT,304.12,5.27,D
-33.1521,-60.20177,354.28,0.39,0.36,1745,1,VIIRS,n,2.0NRT,317.6,76.15,D
-33.14981,-60.20117,339.48,0.39,0.36,1745,1,VIIRS,n,2.0NRT,309.55,3.64,D
-33.11705,-60.16531,337.45,0.39,0.36,1745,1,VIIRS,n,2.0NRT,309.58,3.03,D
-33.08566,-60.06954,348.45,0.38,0.36,1745,1,VIIRS,n,2.0NRT,304.63,15.31,D
-33.08172,-60.06611,356.05,0.38,0.36,1745,1,VIIRS,n,2.0NRT,313.09,75.15,D
-33.08234,-60.07024,353.74,0.38,0.36,1745,1,VIIRS,n,2.0NRT,321.73,31.0,D
-33.07778,-60.06268,338.43,0.38,0.36,1745,1,VIIRS,n,2.0NRT,294.46,75.15,D
-33.07446,-60.06338,331.41,0.38,0.36,1745,1,VIIRS,n,2.0NRT,296.03,71.86,D
-33.07175,-60.06821,352.7,0.38,0.36,1745,1,VIIRS,n,2.0NRT,302.17,71.86,D
-33.07298,-60.07647,348.95,0.38,0.36,1745,1,VIIRS,n,2.0NRT,323.03,61.0,D
-33.06572,-60.07374,335.25,0.38,0.36,1745,1,VIIRS,n,2.0NRT,299.69,47.5,D
-33.05697,-60.0841,343.01,0.38,0.36,1745,1,VIIRS,n,2.0NRT,303.8,5.31,D
