latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.03955,-60.45483,299.94,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,280.47,5.19,N
-33.04172,-60.4449,298.87,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,285.35,1.87,N
-33.04169,-60.46615,337.06,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,280.87,7.41,N
-33.04277,-60.46118,341.03,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,284.38,5.19,N
-33.04603,-60.44626,304.66,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,286.43,1.87,N
-33.04711,-60.44129,311.44,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,283.73,1.84,N
-33.04601,-60.46751,348.7,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,282.95,5.8,N
-33.04709,-60.46254,352.12,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,288.18,23.75,N
-33.04818,-60.45756,354.15,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,287.61,23.75,N
-33.05032,-60.46887,336.02,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,282.31,5.8,N
-33.0514,-60.46389,340.18,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,285.86,23.75,N
-33.04924,-60.47385,295.33,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,280.3,5.8,N
-33.05463,-60.47024,345.34,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,284.38,4.4,N
-33.05895,-60.4716,318.66,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,287.06,4.4,N
-33.0549,-60.46756,337.24,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,284.2,3.05,N
-33.05378,-60.47252,318.68,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,281.65,3.05,N
-33.05811,-60.47387,300.11,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,282.33,3.05,N
-33.05922,-60.4689,312.59,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,287.33,3.05,N
-33.06144,-60.45898,302.23,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,282.12,1.17,N
-33.06575,-60.46033,302.48,0.47,0.48,434.0,1.0,VIIRS,n,2.0NRT,280.83,1.2,N
-33.08035,-60.44801,331.64,0.52,0.67,1656.0,1.0,VIIRS,n,2.0NRT,281.08,18.49,D
-33.0811,-60.46503,348.54,0.52,0.67,1656.0,1.0,VIIRS,n,2.0NRT,282.16,40.03,D
-33.08134,-60.47072,333.81,0.52,0.67,1656.0,1.0,VIIRS,n,2.0NRT,279.9,40.03,D
-33.07363,-60.43713,328.55,0.52,0.67,1656.0,1.0,VIIRS,n,2.0NRT,276.52,7.37,D
-33.07388,-60.44277,335.57,0.52,0.67,1656.0,1.0,VIIRS,n,2.0NRT,280.94,18.49,D
