latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-32.98319,-60.48295,297.39,0.43,0.38,453.0,1.0,VIIRS,n,2.0NRT,279.96,1.2,N
-33.01091,-60.38998,298.52,0.43,0.38,453.0,1.0,VIIRS,n,2.0NRT,282.23,0.88,N
-33.14298,-60.20406,301.34,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,282.89,1.99,N
-33.21492,-60.26445,314.66,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,280.8,5.1,N
-33.21836,-60.26533,346.67,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,287.42,5.1,N
-33.2158,-60.26707,327.54,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,282.0,3.37,N
-33.21661,-60.26259,323.72,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,283.06,3.37,N
-33.22005,-60.26345,341.74,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,292.01,3.37,N
-33.21924,-60.26795,297.86,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,280.15,3.37,N
-33.22349,-60.26433,308.49,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,284.34,0.92,N
-33.22612,-60.26969,300.04,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,283.67,0.92,N
-33.22693,-60.2652,299.7,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,283.69,0.92,N
-33.23462,-60.26245,306.08,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,282.21,0.75,N
-33.23886,-60.25884,327.91,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,281.63,1.73,N
-33.23806,-60.26332,297.05,0.42,0.38,453.0,1.0,VIIRS,n,2.0NRT,280.96,1.73,N
-33.23919,-60.2584,347.9,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,312.21,15.01,D
-33.23966,-60.26422,341.54,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,309.4,12.75,D
-33.23449,-60.25896,340.62,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,303.71,15.01,D
-33.23496,-60.26479,347.17,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,312.63,12.75,D
-33.23026,-60.26535,345.38,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,314.7,12.85,D
-33.23074,-60.27119,346.38,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,312.28,12.85,D
-33.22509,-60.26009,344.28,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,317.17,24.03,D
-33.22556,-60.26592,345.57,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,316.38,12.85,D
-33.24259,-60.26109,340.05,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,308.79,10.52,D
-33.23789,-60.26165,351.55,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,317.48,16.41,D
-33.23319,-60.2622,341.32,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,310.3,16.41,D
-33.2337,-60.26802,335.07,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,309.34,16.41,D
-33.229,-60.26858,347.29,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,310.88,14.2,D
-33.2238,-60.26333,356.01,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,321.98,14.2,D
-33.2191,-60.26389,339.79,0.54,0.51,1715.0,1.0,VIIRS,n,2.0NRT,306.59,7.92,D
-33.14753,-60.20227,342.16,0.53,0.5,1715.0,1.0,VIIRS,n,2.0NRT,314.92,5.21,D
