latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.055321,-60.360977,336.73,0.61,0.71,400,N,VIIRS,n,1,284.51,4.24,N,0.0
-33.057243,-60.354359,321.78,0.61,0.71,400,N,VIIRS,n,1,283.09,4.24,N,0.0
-33.053391,-60.367622,297.05,0.61,0.71,400,N,VIIRS,n,1,282.16,4.31,N,0.0
-33.06171,-60.363689,296.08,0.61,0.71,400,N,VIIRS,n,1,282.78,1.1,N,0.0
-33.0508,-60.339291,324.67,0.61,0.71,400,N,VIIRS,n,1,284.88,5.97,N,0.0
-33.048851,-60.345856000000005,303.54,0.61,0.71,400,N,VIIRS,n,1,282.31,4.04,N,0.0
-33.051327,-60.361736,321.9,0.61,0.71,400,N,VIIRS,n,1,283.25,3.81,N,0.0
-33.055237,-60.348553,332.83,0.61,0.71,400,N,VIIRS,n,1,282.92,4.04,N,0.0
-33.053288,-60.355129000000005,305.54,0.61,0.71,400,N,VIIRS,n,1,283.06,4.04,N,0.0
-33.057728000000004,-60.36441800000001,329.91,0.61,0.71,400,N,VIIRS,n,1,283.94,4.72,N,0.0
-33.14727,-60.25481,322.9,0.6,0.71,400,N,VIIRS,n,1,282.19,3.05,N,0.0
-33.149174,-60.248299,322.83,0.6,0.71,400,N,VIIRS,n,1,282.48,2.36,N,0.0
-33.145378,-60.261299,313.26,0.6,0.71,400,N,VIIRS,n,1,281.46,3.05,N,0.0
-33.153614000000005,-60.257492000000006,295.09,0.6,0.71,400,N,VIIRS,n,1,283.07,3.05,N,0.0
-33.155514000000004,-60.250996,304.26,0.6,0.71,400,N,VIIRS,n,1,283.28,2.36,N,0.0
-33.15741,-60.24448,308.83,0.6,0.71,400,N,VIIRS,n,1,282.22,2.36,N,0.0
-33.161854,-60.253696,336.05,0.6,0.71,400,N,VIIRS,n,1,283.35,8.26,N,3.0
-33.16375,-60.247185,344.77,0.6,0.71,400,N,VIIRS,n,1,283.0,8.26,N,3.0
-33.153023,-60.30850600000001,319.4,0.61,0.71,400,N,VIIRS,n,1,280.2,1.94,N,0.0
-33.157482,-60.31775699999999,341.48,0.61,0.71,400,N,VIIRS,n,1,282.24,5.21,N,0.0
-33.159386,-60.311207,312.34,0.61,0.71,400,N,VIIRS,n,1,279.81,3.79,N,0.0
-33.163193,-60.29811899999999,296.35,0.61,0.71,400,N,VIIRS,n,1,280.1,1.34,N,0.0
-33.163841,-60.320454000000005,299.5,0.61,0.71,400,N,VIIRS,n,1,281.28,5.21,N,0.0
-33.165741,-60.313923,297.85,0.61,0.71,400,N,VIIRS,n,1,280.15,3.79,N,0.0
-33.169552,-60.300816000000005,306.95,0.61,0.71,400,N,VIIRS,n,1,280.74,1.34,N,0.0
-33.225292,-60.280605,306.77,0.6,0.71,400,N,VIIRS,n,1,282.24,4.2,N,0.0
