latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.00677,-60.46147,312.46,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.75,4.25,N
-33.00586,-60.47067,315.2,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.23,3.31,N
-33.00493,-60.47985,318.19,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.28,3.7,N
-33.00447,-60.48443,314.13,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.88,6.65,N
-33.00355,-60.49361,314.3,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.45,2.04,N
-33.00309,-60.4982,306.97,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,286.29,2.04,N
-33.0077,-60.45226,321.34,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,298.92,4.22,N
-33.00724,-60.45687,326.46,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,301.92,4.25,N
-33.00539,-60.47526,330.36,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,304.16,3.7,N
-33.00301,-60.45625,316.74,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.53,3.12,N
-33.00163,-60.47005,309.23,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,294.46,4.34,N
-33.00025,-60.48382,309.75,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.74,3.88,N
-32.99979,-60.48841,311.79,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.83,3.88,N
-32.99933,-60.493,309.16,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.08,3.04,N
-33.00255,-60.46085,321.72,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.4,3.12,N
-33.00117,-60.47464,321.69,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,299.54,3.0,N
-33.00071,-60.47923,329.17,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,300.27,3.0,N
-32.99833,-60.46023,311.22,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.07,3.12,N
-32.99786,-60.46484,314.2,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,299.47,4.34,N
-32.99694,-60.47402,304.14,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.61,3.0,N
-32.99649,-60.47861,312.31,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.54,3.0,N
-32.99603,-60.4832,319.92,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.97,3.88,N
-32.99465,-60.49697,313.07,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,277.1,3.04,N
-32.99878,-60.45563,321.46,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,301.23,3.12,N
-32.99511,-60.49238,337.42,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,283.01,3.04,N
-32.99455,-60.45502,319.95,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,301.53,4.04,N
-32.99409,-60.45962,309.66,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,294.09,4.04,N
-32.99318,-60.46881,313.68,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,296.44,6.94,N
-32.99272,-60.47341,309.82,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,294.79,2.94,N
-32.99181,-60.48259,305.95,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,286.92,1.86,N
-32.99135,-60.48716,301.52,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,283.16,1.86,N
-32.99089,-60.49176,296.72,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,281.41,1.1,N
-32.99043,-60.49635,300.35,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,276.48,1.1,N
-32.9885,-60.4728,309.91,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.64,2.94,N
-32.98759,-60.48198,312.75,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.17,1.86,N
-32.98713,-60.48656,314.55,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,283.7,1.86,N
-32.99826,-60.46339,312.1,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.0,3.6,N
-32.99778,-60.46798,308.57,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,295.29,2.17,N
-32.99729,-60.47256,307.91,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.04,2.17,N
-32.9968,-60.47715,300.67,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,287.27,2.6,N
-32.99875,-60.4588,323.34,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,299.06,3.6,N
-32.99631,-60.48172,324.69,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,294.99,2.6,N
-32.99485,-60.49547,322.07,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,278.76,2.58,N
-32.99355,-60.46737,312.23,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,295.82,2.17,N
-32.99306,-60.47195,313.36,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,298.0,2.17,N
-32.99209,-60.48112,303.16,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,287.75,2.6,N
-32.9916,-60.48569,305.19,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.85,10.3,N
-32.99063,-60.49486,306.54,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,281.64,2.58,N
-32.99452,-60.45818,321.51,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,300.27,3.6,N
-32.99078,-60.45298,307.78,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.69,4.39,N
-32.9903,-60.45758,302.86,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.33,5.3,N
-32.98933,-60.46676,305.05,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.52,1.86,N
-32.98884,-60.47135,306.35,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.77,1.86,N
-32.98835,-60.47594,307.29,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,288.61,2.61,N
-32.98738,-60.48509,324.02,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.07,2.27,N
-32.99044,-60.41553,309.62,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,285.96,1.88,N
-32.9851,-60.46615,304.07,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.86,1.86,N
-32.98462,-60.47074,309.69,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.53,1.86,N
-32.98365,-60.4799,302.18,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.05,2.61,N
-32.98317,-60.48449,296.88,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,276.83,2.27,N
-32.98572,-60.41952,311.28,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,274.26,1.83,N
-32.98378,-60.43797,301.53,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,288.05,2.23,N
-32.98233,-60.45177,306.19,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.77,4.08,N
-32.98185,-60.45636,302.38,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.18,1.61,N
-32.98136,-60.46096,304.13,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.44,1.61,N
-32.98088,-60.46554,299.41,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,287.45,2.11,N
-32.9804,-60.47011,298.61,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,286.28,2.11,N
-32.97991,-60.4747,310.94,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.32,2.77,N
-32.98669,-60.41031,331.72,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,276.67,4.68,N
-32.9862,-60.41492,350.87,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.74,4.68,N
-32.97943,-60.47929,320.93,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.32,2.77,N
-32.98196,-60.41431,307.68,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,271.82,4.68,N
-32.98148,-60.4189,316.29,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,273.41,1.83,N
-32.97762,-60.45575,300.72,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.53,1.61,N
-32.97714,-60.46035,304.96,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.6,1.61,N
-32.97665,-60.46494,309.42,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,287.51,2.11,N
-32.97521,-60.47868,298.44,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,277.98,2.77,N
-32.97677,-60.4229,313.28,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,272.98,2.29,N
-32.97339,-60.45515,297.47,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.26,2.56,N
-32.97291,-60.45974,313.16,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.95,2.56,N
-32.97243,-60.46433,329.98,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.02,4.26,N
-32.96782,-60.42631,307.04,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,273.07,2.69,N
-32.96263,-60.43492,304.67,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,273.08,1.5,N
-32.96311,-60.43032,330.27,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,274.57,2.69,N
-32.95745,-60.44351,317.12,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,273.98,2.28,N
-32.95793,-60.43891,326.36,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,275.11,3.26,N
-33.01337,-60.48109,318.85,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,293.46,3.7,N
-33.01152,-60.49942,297.59,0.42,0.45,529.0,1.0,VIIRS,n,2.0NRT,279.15,2.16,N
-33.01662,-60.44889,321.89,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.07,3.62,N
-33.0143,-60.47189,339.55,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,305.18,14.42,N
-33.01749,-60.39743,300.1,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,279.48,1.84,N
-33.01239,-60.44828,306.53,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.01,4.22,N
-33.01054,-60.46669,309.8,0.43,0.46,529.0,1.0,VIIRS,n,2.0NRT,292.26,3.31,N
-33.00916,-60.48047,317.85,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.24,3.7,N
-33.00776,-60.49423,307.97,0.42,0.46,529.0,1.0,VIIRS,n,2.0NRT,286.24,2.04,N
