latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.199261,-60.111813,326.99,0.41,0.37,512,N,VIIRS,n,1,290.22,2.7,N,0.0
-33.198646999999994,-60.11628,308.29,0.41,0.37,512,N,VIIRS,n,1,283.97,2.7,N,0.0
-33.199879,-60.107338,310.56,0.41,0.37,512,N,VIIRS,n,1,284.43,2.35,N,0.0
-33.201729,-60.09391,295.84,0.41,0.37,512,N,VIIRS,n,1,280.35,0.94,N,0.0
-33.202103,-60.116962,336.51,0.41,0.37,512,N,VIIRS,n,1,295.1,2.61,N,3.0
-33.201485,-60.121429000000006,305.57,0.41,0.37,512,N,VIIRS,n,1,282.68,2.56,N,0.0
-33.202717,-60.112488,309.67,0.41,0.37,512,N,VIIRS,n,1,283.13,2.61,N,3.0
-33.205185,-60.094585,310.35,0.41,0.37,512,N,VIIRS,n,1,284.78,1.45,N,0.0
-33.204941,-60.122112,327.34,0.41,0.37,512,N,VIIRS,n,1,287.94,2.56,N,0.0
-33.209259,-60.090790000000005,320.31,0.41,0.37,512,N,VIIRS,n,1,285.88,2.48,N,0.0
-33.205559,-60.117638,310.9,0.41,0.37,512,N,VIIRS,n,1,286.14,2.61,N,3.0
-33.206173,-60.113163,316.76,0.41,0.37,512,N,VIIRS,n,1,287.49,2.61,N,3.0
-33.208023,-60.099743,297.94,0.41,0.37,512,N,VIIRS,n,1,282.38,1.45,N,0.0
-33.208641,-60.095268,303.69,0.41,0.37,512,N,VIIRS,n,1,281.81,1.45,N,0.0
-33.209877,-60.086308,307.6,0.41,0.37,512,N,VIIRS,n,1,281.92,2.48,N,0.0
-33.212345,-60.068371,303.16,0.41,0.37,512,N,VIIRS,n,1,281.76,1.59,N,0.0
-33.210246999999995,-60.109375,324.2,0.41,0.37,512,N,VIIRS,n,1,290.44,1.68,N,0.0
-33.212715,-60.091465,323.34,0.41,0.37,512,N,VIIRS,n,1,285.27,1.92,N,3.0
-33.215805,-60.06905,321.82,0.41,0.37,512,N,VIIRS,n,1,286.5,2.36,N,3.0
-33.208397,-60.122787,312.94,0.41,0.37,512,N,VIIRS,n,1,286.4,3.1,N,3.0
-33.209015,-60.11832,304.39,0.41,0.37,512,N,VIIRS,n,1,281.93,1.65,N,0.0
-33.209629,-60.113846,299.1,0.41,0.37,512,N,VIIRS,n,1,283.32,1.65,N,0.0
-33.210865000000005,-60.1049,296.31,0.41,0.37,512,N,VIIRS,n,1,281.38,1.68,N,0.0
-33.213703,-60.11005,306.43,0.41,0.37,512,N,VIIRS,n,1,286.01,1.68,N,0.0
-33.215557000000004,-60.096622,300.5,0.41,0.37,512,N,VIIRS,n,1,281.1,1.57,N,3.0
-33.216175,-60.092148,298.23,0.41,0.37,512,N,VIIRS,n,1,279.66,1.92,N,3.0
-33.217163,-60.110733,303.43,0.41,0.37,512,N,VIIRS,n,1,284.18,1.81,N,3.0
-33.218399,-60.101780000000005,296.72,0.41,0.37,512,N,VIIRS,n,1,281.79,1.36,N,0.0
-33.219017,-60.097305000000006,306.68,0.41,0.37,512,N,VIIRS,n,1,284.3,1.36,N,0.0
-33.219635,-60.092823,305.39,0.41,0.37,512,N,VIIRS,n,1,283.27,1.37,N,3.0
-33.220871,-60.083862,309.34,0.41,0.37,512,N,VIIRS,n,1,283.33,1.11,N,3.0
-33.222473,-60.09798000000001,307.99,0.41,0.37,512,N,VIIRS,n,1,284.92,1.36,N,0.0
-33.223095,-60.093498,308.09,0.41,0.37,512,N,VIIRS,n,1,284.91,1.37,N,3.0
-33.223713000000004,-60.08902,297.35,0.41,0.37,512,N,VIIRS,n,1,280.93,1.37,N,3.0
-33.224331,-60.084538,300.2,0.41,0.37,512,N,VIIRS,n,1,280.44,1.11,N,3.0
-33.226551,-60.094185,303.61,0.41,0.37,512,N,VIIRS,n,1,284.06,2.06,N,0.0
-33.227173,-60.089703,314.84,0.41,0.37,512,N,VIIRS,n,1,286.55,2.06,N,0.0
-33.227791,-60.08521700000001,310.68,0.41,0.37,512,N,VIIRS,n,1,283.9,1.76,N,0.0
-33.211483,-60.100426,295.21,0.41,0.37,512,N,VIIRS,n,1,281.99,1.57,N,3.0
-33.215187,-60.073536,306.85,0.41,0.37,512,N,VIIRS,n,1,283.37,2.36,N,3.0
-33.213085,-60.114525,316.73,0.41,0.37,512,N,VIIRS,n,1,288.98,1.65,N,0.0
