latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.19558,-60.24406,344.3,0.42,0.38,1758,1,VIIRS,n,2.0NRT,266.3,5.99,D
-33.19637,-60.24855,353.69,0.42,0.38,1758,1,VIIRS,n,2.0NRT,272.62,16.74,D
-33.19214,-60.2449,351.73,0.42,0.38,1758,1,VIIRS,n,2.0NRT,278.3,16.08,D
-33.18869,-60.24575,345.83,0.42,0.38,1758,1,VIIRS,n,2.0NRT,268.3,16.08,D
-33.1914,-60.24848,353.2,0.42,0.38,1758,1,VIIRS,n,2.0NRT,278.1,11.8,D
-33.18795,-60.24932,354.84,0.42,0.38,1758,1,VIIRS,n,2.0NRT,287.87,11.8,D
-33.1684,-60.24006,338.78,0.42,0.38,1758,1,VIIRS,n,2.0NRT,273.13,4.2,D
-33.14275,-60.13345,343.08,0.42,0.38,1758,1,VIIRS,n,2.0NRT,272.24,12.97,D
-33.13504,-60.13062,355.37,0.42,0.38,1758,1,VIIRS,n,2.0NRT,280.83,85.95,D
-33.1374,-60.1442,350.51,0.42,0.38,1758,1,VIIRS,n,2.0NRT,286.77,29.32,D
-33.13,-60.12241,344.22,0.42,0.38,1758,1,VIIRS,n,2.0NRT,276.18,7.55,D
-33.13079,-60.12694,353.52,0.42,0.38,1758,1,VIIRS,n,2.0NRT,277.72,7.55,D
-33.13158,-60.13148,355.89,0.42,0.38,1758,1,VIIRS,n,2.0NRT,287.97,85.95,D
-33.12733,-60.1278,346.43,0.42,0.38,1758,1,VIIRS,n,2.0NRT,267.92,5.79,D
-33.12308,-60.12411,345.29,0.42,0.38,1758,1,VIIRS,n,2.0NRT,274.82,5.79,D
-33.12387,-60.12865,352.43,0.42,0.38,1758,1,VIIRS,n,2.0NRT,272.81,5.79,D
-33.12466,-60.13317,355.07,0.42,0.38,1758,1,VIIRS,n,2.0NRT,273.65,184.92,D
-33.12703,-60.14675,351.1,0.42,0.38,1758,1,VIIRS,n,2.0NRT,283.55,30.85,D
-33.12782,-60.15128,342.99,0.42,0.38,1758,1,VIIRS,n,2.0NRT,279.34,11.15,D
-33.12041,-60.1295,344.64,0.42,0.38,1758,1,VIIRS,n,2.0NRT,268.94,10.48,D
-33.11774,-60.13487,346.96,0.42,0.38,1758,1,VIIRS,n,2.0NRT,274.92,22.41,D
-33.11853,-60.1394,346.28,0.42,0.38,1758,1,VIIRS,n,2.0NRT,277.87,22.41,D
-33.11932,-60.14393,342.33,0.42,0.38,1758,1,VIIRS,n,2.0NRT,273.76,17.44,D
-33.08893,-60.21727,344.71,0.42,0.38,1758,1,VIIRS,n,2.0NRT,293.67,9.31,D
-33.01204,-60.19675,333.31,0.42,0.38,1758,1,VIIRS,n,2.0NRT,276.71,4.08,D
-33.0078,-60.19308,348.03,0.42,0.38,1758,1,VIIRS,n,2.0NRT,283.13,4.78,D
-33.00701,-60.18856,342.81,0.42,0.38,1758,1,VIIRS,n,2.0NRT,279.13,4.78,D
-33.00859,-60.1976,344.42,0.42,0.38,1758,1,VIIRS,n,2.0NRT,286.42,9.58,D
-33.00355,-60.18941,351.44,0.42,0.38,1758,1,VIIRS,n,2.0NRT,284.85,4.78,D
-33.00434,-60.19392,352.75,0.42,0.38,1758,1,VIIRS,n,2.0NRT,290.34,4.78,D
-33.00009,-60.19026,347.06,0.42,0.38,1758,1,VIIRS,n,2.0NRT,279.19,3.19,D
-33.00088,-60.19477,339.22,0.42,0.38,1758,1,VIIRS,n,2.0NRT,272.7,3.19,D
