latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.20699,-60.14934,297.01,0.46,0.39,518,1,VIIRS,n,2.0NRT,272.43,0.92,N
-33.1965,-60.20344,296.18,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.35,1.52,N
-33.19287,-60.20279,307.19,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.84,1.52,N
-33.1789,-60.22563,295.08,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.01,2.05,N
-33.15577,-60.22926,296.87,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.51,1.0,N
-33.15704,-60.21937,297.38,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.71,1.15,N
-33.15939,-60.2299,302.18,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.55,1.0,N
-33.16003,-60.22496,302.31,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.42,1.15,N
-33.16066,-60.22002,298.42,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.06,1.15,N
-33.17466,-60.22993,296.98,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.62,1.95,N
-33.1613,-60.21507,304.85,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.58,1.99,N
-33.16109,-60.24536,303.73,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.03,1.31,N
-33.16173,-60.24043,315.79,0.46,0.39,518,1,VIIRS,n,2.0NRT,283.74,1.31,N
-33.16237,-60.23549,301.93,0.46,0.39,518,1,VIIRS,n,2.0NRT,281.28,1.06,N
-33.16365,-60.22561,300.92,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.87,1.0,N
-33.16471,-60.24601,297.09,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.13,1.31,N
-33.16535,-60.24108,302.78,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.0,1.31,N
-33.16599,-60.23613,297.55,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.18,1.06,N
-33.1679,-60.2213,296.31,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.12,1.0,N
-33.15894,-60.23724,299.47,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.63,1.65,N
-33.16017,-60.22734,306.58,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.03,1.13,N
-33.16079,-60.22239,305.63,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.66,1.52,N
-33.1614,-60.21743,306.51,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.03,1.52,N
-33.16256,-60.23789,320.15,0.46,0.39,518,1,VIIRS,n,2.0NRT,284.59,1.65,N
-33.16133,-60.24777,295.93,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.43,1.06,N
-33.16195,-60.24282,310.91,0.46,0.39,518,1,VIIRS,n,2.0NRT,281.06,1.65,N
-33.16379,-60.22799,302.06,0.46,0.39,518,1,VIIRS,n,2.0NRT,279.37,1.13,N
-33.16495,-60.24842,306.56,0.46,0.39,518,1,VIIRS,n,2.0NRT,278.97,2.17,N
-33.16557,-60.24348,296.32,0.46,0.39,518,1,VIIRS,n,2.0NRT,277.16,1.06,N
-33.16618,-60.23854,303.72,0.46,0.39,518,1,VIIRS,n,2.0NRT,280.38,1.06,N
