latitude,longitude,confidence
25.3612,-100.20059,n
25.3598,-100.19411,n
25.35824,-100.18684,n
25.36249,-100.20655,n
25.359,-100.21349,n
25.36013,-100.21873,n
25.35771,-100.20754,n
25.35635,-100.20123,n
25.35342,-100.18766,n
25.35553,-100.22053,n
25.35434,-100.215,n
25.34846,-100.18783,n
25.34698,-100.18098,n
25.34974,-100.21683,n
25.35113,-100.22321,n
25.34545,-100.22002,n
25.34368,-100.21186,n
25.3397,-100.21651,n
25.34119,-100.22338,n
25.33789,-100.20815,n
25.33369,-100.21179,n
25.02407,-99.93497,n
25.02312,-99.93073,n
25.02199,-99.92563,n
25.01936,-99.93683,n
25.01839,-99.93246,n
25.02022,-99.9407,n
25.01549,-99.94241,n
25.01457,-99.93826,n
25.01204,-99.9499,n
25.01086,-99.94459,n
25.0073,-99.92857,n
25.00633,-99.94722,n
25.00776,-99.95359,n
25.00535,-99.94278,n
25.02224,-99.93622,n
25.02134,-99.93205,n
25.02024,-99.92693,n
25.01746,-99.93775,n
25.01833,-99.94173,n
25.0165,-99.93331,n
25.01361,-99.94357,n
25.01034,-99.92838,n
25.00907,-99.94619,n
25.01033,-99.95206,n
25.00563,-99.93031,n
25.00466,-99.94947,n
25.00352,-99.94419,n
24.99815,-99.94305,n
24.99714,-99.93838,n
24.99912,-99.94751,n
24.99467,-99.93687,n
24.99421,-99.94077,n
24.99381,-99.94418,n
24.99794,-99.94388,n
25.00125,-99.95061,n
25.00081,-99.95437,n
25.00958,-99.94949,n
25.01619,-99.92828,n
25.01496,-99.93866,n
25.01905,-99.93874,n
25.01871,-99.94173,n
25.01834,-99.94481,n
25.02433,-99.92876,n
25.02353,-99.93555,n
25.02767,-99.93526,n
25.02787,-99.93477,n
25.32375,-100.14355,n
25.32318,-100.14838,n
25.3277,-100.14449,n
25.33109,-100.15016,n
25.33051,-100.155,n
25.3285,-100.15136,n
25.32793,-100.15642,n
25.33803,-100.21015,n
25.3372,-100.21742,n
25.34125,-100.21735,n
25.34047,-100.22411,n
25.34453,-100.22396,n
25.35298,-100.18579,n
25.36087,-100.18771,n
25.36485,-100.18838,n
25.3641,-100.19488,n
25.36272,-100.2067,n
25.36206,-100.21233,n
25.36741,-100.20121,n
25.36608,-100.21265,n
25.36545,-100.218,n
