latitude,longitude,confidence
-33.171989,-60.148102,n
-33.173035,-60.14329100000001,n
-33.193161,-60.134216,n
-33.08028,-60.168953,n
-33.094025,-60.147465,n
-33.091949,-60.157108,n
-33.097252000000005,-60.15361400000001,n
-33.098286,-60.148796,n
-33.094288,-60.14955500000001,n
-33.092152,-60.159191,n
-33.095356,-60.144749,n
-33.098553,-60.150879,n
-33.097485,-60.15570400000001,n
-33.099621,-60.146065,n
-33.094238,-60.211525,n
-33.104942,-60.183807,n
-33.11985,-60.136959,n
-33.109211,-60.185146,n
-33.118790000000004,-60.141762,n
-33.146137,-60.03804399999999,n
-33.147175,-60.033298,n
-33.167732,-60.14677,n
-33.150223,-60.030613,n
-33.129601,-60.108521,n
-33.123444,-60.10891700000001,n
-33.125381,-60.147388,n
-33.11866,-60.136768,n
-33.118935,-60.142273,n
-33.114948,-60.186821,n
-33.107685,-60.165108,n
-33.108765000000005,-60.18721800000001,n
-33.109039,-60.19275699999999,n
-33.101513,-60.16550400000001,n
-33.102043,-60.176537,n
-33.102314,-60.18206800000001,n
-33.102585,-60.18760699999999,n
-33.094536,-60.149364,n
-33.095066,-60.16038100000001,n
-33.095337,-60.165901,n
-33.096134,-60.182465,n
-33.097469,-60.210201,n
-33.09800300000001,-60.221333,n
-33.098267,-60.226894,n
-33.077591,-60.183678,n
-33.071365,-60.166653,n
-33.071659000000004,-60.172169,n
-33.066067,-60.183582,n
-33.167156,-60.147842,n
-33.155365,-60.02774399999999,n
-33.149487,-60.033611,n
-33.143604,-60.039467,n
-33.168575,-60.144672,n
-33.156071000000004,-60.02480300000001,n
-33.111526,-60.188118,n
-33.096855,-60.154438,n
-33.103729,-60.181213,n
-33.098202,-60.183201,n
-33.086941,-60.162876,n
-33.093822,-60.189636,n
-33.099525,-60.211842,n
-33.081406,-60.16485600000001,n
-33.096287,-60.22266800000001,n
-33.069187,-60.164364,n
-33.06366,-60.166363,n
-33.064808,-60.170818,n
-33.065964,-60.17527800000001,n
-33.06712,-60.179752,n
-33.227505,-60.13203000000001,n
-33.144295,-60.028873,n
-33.146645,-60.037922,n
-33.167866,-60.14316899999999,n
-33.13121,-60.141693,n
-33.123341,-60.134762,n
-33.118973,-60.141201,n
-33.117245000000004,-60.180763,n
-33.11055,-60.178284,n
-33.111717,-60.182724,n
-33.112888,-60.187176,n
-33.096828,-60.149117,n
-33.09800300000001,-60.153584,n
-33.099174,-60.158024,n
-33.103859,-60.175823,n
-33.105026,-60.18027900000001,n
-33.090115000000004,-60.146641,n
-33.09715300000001,-60.17334,n
-33.099499,-60.18224300000001,n
-33.100666,-60.186676,n
-33.088108,-60.161972,n
-33.082573,-60.163948,n
-33.089619,-60.190613,n
-33.095459000000005,-60.212757,n
-33.097786,-60.221573,n
-33.11705,-60.186123,n
