latitude,longitude,confidence
25.49672,-100.41857,n
25.49395,-100.42313,n
25.49335,-100.41906,n
25.46515,-100.36766,n
25.47198,-100.41421,n
25.46119,-100.36417,n
25.45782,-100.36456,n
25.45724,-100.36066,n
25.45387,-100.36109,n
25.45444,-100.36492,n
25.45106,-100.3653,n
25.4471,-100.36175,n
25.44768,-100.36568,n
25.44704,-100.35503,n
25.44627,-100.3592,n
25.45435,-100.35784,n
25.45901,-100.35384,n
25.45808,-100.35889,n
25.46177,-100.36009,n
25.46546,-100.36131,n
25.48204,-100.37777,n
25.48483,-100.38395,n
25.49555,-100.41112,n
25.49468,-100.41586,n
25.4974,-100.4225,n
