latitude,longitude,confidence
25.49358,-100.41412,n
25.49221,-100.40781,n
25.48911,-100.41604,n
25.48802,-100.41101,n
25.48653,-100.40418,n
25.48507,-100.39745,n
25.48368,-100.3911,n
25.47946,-100.39413,n
25.47571,-100.37695,n
25.48444,-100.41702,n
25.48082,-100.40038,n
25.47819,-100.38833,n
25.47702,-100.38294,n
25.47266,-100.38541,n
25.47149,-100.38005,n
25.4735,-100.41161,n
25.46589,-100.37682,n
25.49142,-100.41618,n
25.49032,-100.41094,n
25.48888,-100.40407,n
25.48609,-100.3907,n
25.48186,-100.39384,n
25.48684,-100.41759,n
25.48592,-100.41325,n
25.48321,-100.40031,n
25.48063,-100.38796,n
25.47515,-100.3852,n
25.47399,-100.37968,n
25.4813,-100.41447,n
25.47765,-100.39709,n
25.46425,-100.37994,n
25.47129,-100.4133,n
25.46278,-100.37295,n
25.46011,-100.38354,n
25.45879,-100.37726,n
25.45519,-100.37717,n
25.45849,-100.38292,n
25.4633,-100.37594,n
25.46733,-100.37566,n
25.47537,-100.37518,n
25.47859,-100.38159,n
25.48044,-100.39952,n
25.48521,-100.39297,n
25.48443,-100.39948,n
25.48762,-100.4061,n
25.48684,-100.41257,n
25.48627,-100.41737,n
25.49163,-100.40588,n
25.49083,-100.41251,n
25.4902,-100.41776,n
25.49483,-100.41242,n
25.49415,-100.41804,n
