latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.14597,-60.09861,305.07,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,279.06,1.34,N
-33.14666,-60.09444,306.11,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,274.77,1.34,N
-33.14999,-60.09522,347.44,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,299.63,4.49,N
-33.14862,-60.10355,296.81,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,282.22,1.44,N
-33.1493,-60.09938,314.79,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,283.66,4.49,N
-33.15263,-60.10016,339.15,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,292.06,4.49,N
-33.15126,-60.10849,308.51,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,280.87,1.44,N
-33.15194,-60.10432,305.78,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,280.0,1.44,N
-33.15664,-60.09677,322.09,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,279.51,8.41,N
-33.15527,-60.1051,313.1,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,284.88,3.92,N
-33.15586,-60.12254,320.86,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,275.61,1.73,N
-33.1586,-60.10588,338.02,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,291.76,3.92,N
-33.15928,-60.10171,354.91,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,314.21,8.41,N
-33.15997,-60.09754,325.79,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,277.56,8.41,N
-33.1585,-60.12749,325.14,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,266.13,3.09,N
-33.15919,-60.12332,324.38,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,281.68,3.09,N
-33.16124,-60.11081,321.74,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,281.34,10.93,N
-33.16193,-60.10666,354.59,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,314.84,10.93,N
-33.16261,-60.10249,333.63,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,283.91,6.51,N
-33.16389,-60.11576,309.13,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,278.76,2.05,N
-33.16457,-60.1116,314.16,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,282.27,10.93,N
-33.16722,-60.11654,309.89,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,281.12,1.44,N
-33.1679,-60.11237,298.13,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,277.15,1.19,N
-33.17055,-60.11732,296.18,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,277.26,1.44,N
-33.15312,-60.26501,301.32,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,271.92,1.25,N
-33.15934,-60.22738,297.42,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,272.65,1.54,N
-33.16072,-60.21902,297.77,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,270.23,1.76,N
-33.16267,-60.22816,299.88,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,273.8,0.74,N
-33.16611,-60.20726,297.99,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,272.88,1.08,N
-33.16186,-60.25403,307.8,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,272.69,1.65,N
-33.16255,-60.24985,304.95,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,274.11,1.12,N
-33.16324,-60.24566,297.82,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,270.55,1.12,N
-33.16393,-60.24148,295.28,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,272.36,1.81,N
-33.16369,-60.25328,312.3,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,275.53,1.98,N
-33.16439,-60.2491,306.24,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,274.6,1.42,N
-33.16632,-60.25824,301.41,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,276.81,1.98,N
-33.16842,-60.2457,298.82,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,274.27,1.42,N
