latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.13676,-60.17278,313.77,0.42,0.38,453,1,VIIRS,n,2.0NRT,290.86,1.37,N
-33.13756,-60.16829,304.99,0.42,0.38,453,1,VIIRS,n,2.0NRT,286.94,1.37,N
-33.13835,-60.16379,300.99,0.42,0.38,453,1,VIIRS,n,2.0NRT,286.16,1.47,N
-33.13915,-60.1593,299.71,0.42,0.38,453,1,VIIRS,n,2.0NRT,285.85,1.47,N
-33.14021,-60.17365,311.65,0.42,0.38,453,1,VIIRS,n,2.0NRT,290.85,1.37,N
-33.141,-60.16916,296.19,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.61,1.37,N
-33.14259,-60.16018,318.19,0.42,0.38,453,1,VIIRS,n,2.0NRT,290.6,1.47,N
-33.14444,-60.17003,296.1,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.22,1.22,N
-33.14524,-60.16554,315.89,0.42,0.38,453,1,VIIRS,n,2.0NRT,289.6,2.61,N
-33.14868,-60.1664,334.17,0.42,0.38,453,1,VIIRS,n,2.0NRT,297.21,2.61,N
-33.14788,-60.1709,306.98,0.42,0.38,453,1,VIIRS,n,2.0NRT,287.91,1.22,N
-33.14948,-60.16192,306.62,0.42,0.38,453,1,VIIRS,n,2.0NRT,287.82,2.61,N
-33.15133,-60.17178,312.87,0.42,0.38,453,1,VIIRS,n,2.0NRT,291.07,2.16,N
-33.15212,-60.16728,315.89,0.42,0.38,453,1,VIIRS,n,2.0NRT,289.94,1.63,N
-33.16111,-60.13673,321.22,0.42,0.38,453,1,VIIRS,n,2.0NRT,294.36,3.38,N
-33.1619,-60.13225,322.61,0.42,0.38,453,1,VIIRS,n,2.0NRT,293.16,3.03,N
-33.15556,-60.16816,295.05,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.05,1.63,N
-33.16534,-60.13312,313.06,0.42,0.38,453,1,VIIRS,n,2.0NRT,288.79,1.66,N
-33.16878,-60.13399,296.49,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.86,1.66,N
-33.17598,-60.14214,328.11,0.42,0.38,453,1,VIIRS,n,2.0NRT,293.93,2.0,N
-33.17517,-60.14662,299.6,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.34,0.88,N
-33.17678,-60.13766,296.32,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.64,2.0,N
-33.17378,-60.1744,299.83,0.42,0.38,453,1,VIIRS,n,2.0NRT,285.19,1.18,N
-33.17941,-60.14301,295.33,0.42,0.38,453,1,VIIRS,n,2.0NRT,284.24,0.7,N
