latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.783295,-60.452271,309.09,0.52,0.67,406,N,VIIRS,n,1,283.86,1.62,N,0.0
-32.783108,-60.477146,305.79,0.53,0.67,406,N,VIIRS,n,1,286.21,1.3,N,0.0
-32.789322,-60.454674,307.34,0.52,0.67,406,N,VIIRS,n,1,285.67,1.46,N,0.0
-32.790871,-60.449066,299.77,0.52,0.67,406,N,VIIRS,n,1,284.51,1.36,N,0.0
-32.792419,-60.443466,298.47,0.52,0.67,406,N,VIIRS,n,1,283.83,1.36,N,0.0
-32.789127,-60.479584,301.35,0.53,0.67,406,N,VIIRS,n,1,284.2,1.3,N,0.0
-32.795341,-60.457085,295.62,0.52,0.67,406,N,VIIRS,n,1,284.86,1.46,N,0.0
-32.793606,-60.487629000000005,298.06,0.53,0.67,406,N,VIIRS,n,1,284.9,2.31,N,3.0
-32.798084,-60.495682,335.73,0.53,0.67,406,N,VIIRS,n,1,286.45,5.53,N,3.0
-32.786942,-60.475273,314.17,0.52,0.67,406,N,VIIRS,n,1,285.28,3.12,N,0.0
-32.794243,-60.496933,318.82,0.53,0.67,406,N,VIIRS,n,1,284.81,2.98,N,3.0
-32.79583,-60.49131,312.99,0.53,0.67,406,N,VIIRS,n,1,285.67,2.98,N,3.0
-33.046803000000004,-60.419636,321.56,0.51,0.66,406,N,VIIRS,n,1,283.83,6.34,N,0.0
-33.039211,-60.44726899999999,312.16,0.52,0.66,406,N,VIIRS,n,1,284.85,2.82,N,0.0
-33.040733,-60.44175,301.75,0.52,0.66,406,N,VIIRS,n,1,283.88,2.23,N,0.0
-33.045284,-60.425159,308.38,0.51,0.66,406,N,VIIRS,n,1,284.23,8.37,N,0.0
-33.049747,-60.433098,321.06,0.51,0.66,406,N,VIIRS,n,1,285.52,8.37,N,0.0
-33.052772999999995,-60.422039,331.18,0.51,0.66,406,N,VIIRS,n,1,285.28,6.34,N,0.0
-33.054287,-60.416519,354.04,0.51,0.66,406,N,VIIRS,n,1,284.88,6.34,N,0.0
-33.048233,-60.438629000000006,305.33,0.51,0.66,406,N,VIIRS,n,1,284.93,2.23,N,0.0
-33.054210999999995,-60.44104,314.67,0.51,0.66,406,N,VIIRS,n,1,286.11,2.2,N,0.0
-33.036972,-60.446075,313.94,0.52,0.66,406,N,VIIRS,n,1,284.32,1.27,N,0.0
-33.038521,-60.440563,300.98,0.51,0.66,406,N,VIIRS,n,1,283.82,1.27,N,0.0
-33.05069,-60.420914,338.23,0.51,0.66,406,N,VIIRS,n,1,284.84,7.34,N,0.0
-33.052235,-60.41540500000001,350.81,0.51,0.66,406,N,VIIRS,n,1,284.39,4.34,N,0.0
-33.0476,-60.431923,314.43,0.51,0.66,406,N,VIIRS,n,1,284.67,5.03,N,0.0
-33.052036,-60.439823,323.45,0.51,0.66,406,N,VIIRS,n,1,286.87,5.03,N,0.0
-32.979458,-60.697563,304.86,0.53,0.67,406,N,VIIRS,n,1,286.67,0.77,N,0.0
-33.053585,-60.434315000000005,302.15,0.51,0.66,406,N,VIIRS,n,1,284.83,5.03,N,0.0
-33.055126,-60.428802000000005,306.9,0.51,0.66,406,N,VIIRS,n,1,285.35,7.34,N,0.0
-33.056671,-60.42329399999999,310.75,0.51,0.66,406,N,VIIRS,n,1,284.3,7.34,N,0.0
-33.058212,-60.417789,299.9,0.51,0.66,406,N,VIIRS,n,1,283.48,4.34,N,0.0
-32.985535,-60.699974,299.35,0.53,0.67,406,N,VIIRS,n,1,287.07,0.57,N,0.0
-33.035915,-60.688717,299.88,0.53,0.67,406,N,VIIRS,n,1,285.85,1.44,N,0.0
-32.787003000000006,-60.446136,326.63,0.39,0.59,548,N,VIIRS,n,1,284.46,3.4,N,0.0
-32.786732,-60.450451,298.85,0.39,0.59,548,N,VIIRS,n,1,283.02,1.45,N,0.0
-32.792320000000004,-60.451,300.0,0.39,0.59,548,N,VIIRS,n,1,284.54,1.45,N,0.0
-32.795452000000004,-60.490314,310.38,0.39,0.59,548,N,VIIRS,n,1,280.42,1.67,N,3.0
-32.801025,-60.49087900000001,318.23,0.39,0.59,548,N,VIIRS,n,1,283.06,1.67,N,3.0
-32.82053,-60.449375,300.91,0.39,0.59,548,N,VIIRS,n,1,281.35,0.9,N,0.0
-32.990147,-60.13771800000001,305.81,0.41,0.61,548,N,VIIRS,n,1,282.61,1.26,N,0.0
-32.788437,-60.447285,328.3,0.39,0.59,548,N,VIIRS,n,1,284.57,2.82,N,0.0
-32.788139,-60.451599,303.24,0.39,0.59,548,N,VIIRS,n,1,283.47,2.57,N,0.0
-32.793724,-60.452126,296.91,0.39,0.59,548,N,VIIRS,n,1,284.56,0.8,N,0.0
-32.796616,-60.49134399999999,327.07,0.39,0.59,548,N,VIIRS,n,1,281.84,2.44,N,3.0
-33.100853,-60.239666,348.39,0.57,0.43,1806,N,VIIRS,n,1,311.37,12.05,D,0.0
-33.102084999999995,-60.245747,347.89,0.57,0.43,1806,N,VIIRS,n,1,311.22,8.05,D,3.0
-33.096889000000004,-60.24078000000001,336.47,0.57,0.43,1806,N,VIIRS,n,1,306.03,10.44,D,0.0
-33.070362,-60.403538,348.2,0.56,0.43,1806,N,VIIRS,n,1,312.45,150.38,D,0.0
-33.06131,-60.39974599999999,350.39,0.56,0.43,1806,N,VIIRS,n,1,307.73,22.02,D,0.0
-33.0625,-60.40574300000001,353.41,0.56,0.43,1806,N,VIIRS,n,1,320.95,24.16,D,0.0
-33.057377,-60.400852,339.73,0.56,0.43,1806,N,VIIRS,n,1,303.29,22.02,D,0.0
-33.058575,-60.406834,353.45,0.56,0.43,1806,N,VIIRS,n,1,322.24,24.16,D,0.0
-33.054642,-60.407936,353.75,0.56,0.43,1806,N,VIIRS,n,1,314.98,19.54,D,0.0
-33.055836,-60.413918,343.69,0.56,0.43,1806,N,VIIRS,n,1,312.96,19.54,D,0.0
-33.055481,-60.432934,343.19,0.56,0.43,1806,N,VIIRS,n,1,304.09,6.29,D,0.0
-33.049171,-60.422092000000006,347.29,0.56,0.43,1806,N,VIIRS,n,1,309.75,20.4,D,0.0
-33.050362,-60.428062,344.86,0.56,0.43,1806,N,VIIRS,n,1,310.56,20.4,D,0.0
-32.987949,-60.138729000000005,349.72,0.38,0.44,1806,N,VIIRS,n,1,319.62,21.75,D,0.0
-33.046444,-60.429161,354.24,0.56,0.43,1806,N,VIIRS,n,1,312.58,20.4,D,0.0
-33.03978,-60.43731700000001,344.77,0.56,0.43,1806,N,VIIRS,n,1,308.43,12.49,D,0.0
-33.035858000000005,-60.438412,341.45,0.56,0.43,1806,N,VIIRS,n,1,306.39,7.14,D,0.0
-33.037056,-60.444382,340.04,0.56,0.43,1806,N,VIIRS,n,1,309.62,7.14,D,0.0
-33.01775,-60.430859,346.19,0.56,0.43,1806,N,VIIRS,n,1,308.57,15.66,D,0.0
-33.018951,-60.436821,339.37,0.56,0.43,1806,N,VIIRS,n,1,305.77,15.66,D,0.0
-33.013817,-60.43195,347.31,0.56,0.43,1806,N,VIIRS,n,1,312.09,15.66,D,0.0
-32.797478000000005,-60.444790000000005,348.93,0.56,0.43,1806,N,VIIRS,n,1,309.0,45.01,D,0.0
-32.804737,-60.480698,354.95,0.56,0.43,1806,N,VIIRS,n,1,314.5,17.26,D,3.0
-32.791103,-60.433884,347.36,0.56,0.43,1806,N,VIIRS,n,1,302.78,24.43,D,0.0
-32.792324,-60.439888,356.56,0.56,0.43,1806,N,VIIRS,n,1,313.97,24.43,D,0.0
-32.787163,-60.434975,344.78,0.56,0.43,1806,N,VIIRS,n,1,303.39,24.43,D,0.0
