latitude,longitude,confidence
25.37192,-100.21684,n
25.37113,-100.21245,n
25.37029,-100.20786,n
25.36774,-100.19376,n
25.36683,-100.18874,n
25.36945,-100.20322,n
25.36588,-100.18349,n
25.36832,-100.21768,n
25.36753,-100.21332,n
25.36671,-100.20879,n
25.36588,-100.20419,n
25.36503,-100.19952,n
25.36416,-100.19473,n
25.36325,-100.18974,n
25.3623,-100.18444,n
25.3587,-100.18532,n
25.35774,-100.18001,n
25.36474,-100.21862,n
25.35416,-100.18101,n
25.34958,-100.17652,n
25.34865,-100.17139,n
25.34256,-100.15862,n
25.34178,-100.15435,n
25.34096,-100.14988,n
25.33814,-100.15505,n
25.33654,-100.14629,n
25.33573,-100.14187,n
25.33895,-100.15946,n
25.33734,-100.15067,n
25.33488,-100.13723,n
25.33287,-100.14682,n
25.33126,-100.13805,n
25.33529,-100.16006,n
25.33208,-100.1425,n
25.32762,-100.13873,n
25.33075,-100.15584,n
25.32841,-100.14304,n
25.33914,-100.22221,n
25.34,-100.2269,n
25.32472,-100.14347,n
25.3226,-100.15248,n
25.32181,-100.14815,n
25.32102,-100.14388,n
25.31813,-100.14867,n
25.02473,-99.92616,n
25.02382,-99.9213,n
25.02711,-99.93889,n
25.02634,-99.9348,n
25.02556,-99.93059,n
25.02348,-99.93993,n
25.02118,-99.9276,n
25.01983,-99.9409,n
25.0214,-99.9493,n
25.02054,-99.94469,n
25.01751,-99.92841,n
25.02835,-99.93673,n
25.02758,-99.93249,n
25.02679,-99.92818,n
25.02595,-99.92358,n
25.02239,-99.92508,n
25.02474,-99.93788,n
25.02399,-99.93383,n
25.02181,-99.94277,n
25.0211,-99.93894,n
25.01873,-99.92599,n
25.01896,-99.94809,n
25.01818,-99.94382,n
25.01499,-99.92642,n
25.01632,-99.95458,n
25.01019,-99.92094,n
25.01277,-99.95613,n
25.00658,-99.92219,n
25.0092,-99.95749,n
25.00557,-99.95855,n
24.99947,-99.9252,n
25.0019,-99.95937,n
25.00115,-99.95531,n
24.99674,-99.9521,n
24.99749,-99.95615,n
24.99343,-99.93407,n
24.99309,-99.95302,n
24.99231,-99.94878,n
24.99152,-99.94449,n
24.99074,-99.94027,n
24.98988,-99.93557,n
25.29066,-99.51256,n
25.29009,-99.51645,n
25.44224,-99.72193,n
25.44557,-99.72251,n
