latitude,longitude,confidence
-33.056389,-60.17086,n
-33.055576,-60.17535400000001,n
-33.059841,-60.171726,n
-33.072041,-60.184231,n
-33.075497,-60.18510799999999,n
-33.082176000000004,-60.16796899999999,n
-33.081604,-60.191368,n
-33.085629,-60.16885,n
-33.080799,-60.195877,n
-33.084255,-60.196751,n
-33.085056,-60.19224499999999,n
-33.089081,-60.169724,n
-33.086906,-60.20214100000001,n
-33.087711,-60.197628,n
-33.089554,-60.207531,n
-33.090363,-60.203014,n
-33.102386,-60.135513,n
-33.092205,-60.212917,n
-33.09301,-60.208405000000006,n
-33.09462,-60.199383,n
-33.10849,-60.14174300000001,n
-33.104492,-60.164219,n
-33.107693,-60.146236,n
-33.102337,-60.196629,n
-33.111942,-60.142616,n
-33.103142,-60.19212,n
-33.115387,-60.14349,n
-33.106594,-60.192997,n
-33.113251,-60.17585,n
-33.114048,-60.171352,n
-33.153175,-60.031425,n
-33.153960999999995,-60.026966,n
-33.173294,-60.127602,n
-33.175938,-60.132957,n
-33.176739000000005,-60.12847900000001,n
-33.196659000000004,-60.016785,n
-33.179382000000004,-60.13383100000001,n
-33.180183,-60.129345,n
-33.18203,-60.139194,n
-33.182827,-60.134708,n
-33.184673,-60.14455400000001,n
-33.185474,-60.14006,n
-33.188919,-60.140934,n
-33.189724,-60.136448,n
-33.22176,-60.21983,n
-33.222561,-60.21531700000001,n
-33.19521,-60.01524000000001,n
-33.191414,-60.137604,n
-33.177326,-60.139282,n
-33.158859,-60.031166000000006,n
-33.153717,-60.026024,n
-33.154198,-60.031727,n
-33.154675,-60.03746,n
-33.149529,-60.032295,n
-33.164425,-60.01524000000001,n
-33.175781,-60.14138000000001,n
-33.156124,-60.02771800000001,n
-33.156639,-60.033421,n
-33.151974,-60.033974,n
-33.145782000000004,-60.01746,n
-33.12413,-60.147491,n
-33.118935,-60.14226899999999,n
-33.11351,-60.189751,n
-33.114006,-60.195572,n
-33.10387,-60.13239300000001,n
-33.104362,-60.13816800000001,n
-33.10535,-60.149727,n
-33.106831,-60.167095,n
-33.09967,-60.138737,n
-33.100163,-60.144501,n
-33.099392,-60.191425,n
-33.092239,-60.162975,n
-33.096149,-60.20945699999999,n
-33.097134000000004,-60.221134,n
-33.088028,-60.169334,n
-33.085274,-60.19310400000001,n
-33.085758,-60.198925,n
-33.086246,-60.204742,n
-33.079597,-60.18206,n
-33.080082,-60.187851,n
-33.080566,-60.19368000000001,n
-33.059353,-60.166904,n
-33.05983,-60.17270300000001,n
-33.077477,-60.166775,n
-33.077995,-60.17255400000001,n
-33.079041,-60.18414300000001,n
-33.079559,-60.18993,n
-33.080082,-60.195747,n
-33.073818,-60.178898,n
-33.074337,-60.184689,n
-33.074856,-60.190495,n
-33.063381,-60.16841899999999,n
-33.059196,-60.174759,n
-33.222488,-60.191563,n
-33.154293,-60.021877,n
-33.189171,-60.133961,n
-33.147388,-60.024754,n
-33.218006,-60.189804,n
-33.115879,-60.13401,n
-33.109005,-60.136879,n
-33.111469,-60.144848,n
-33.099651,-60.131721,n
-33.104603000000004,-60.147732,n
-33.095245,-60.14256700000001,n
-33.097725,-60.150574,n
-33.105114,-60.174446,n
-33.110027,-60.190338,n
-33.100712,-60.18525699999999,n
-33.091377,-60.180134,n
-33.079567,-60.167061,n
-33.0919,-60.206779,n
-33.075171999999995,-60.177872,n
-33.077648,-60.185825,n
-33.080109,-60.193752,n
-33.114002,-60.13744000000001,n
-33.107136,-60.14032,n
-33.114399,-60.164303,n
-33.097832000000004,-60.135185,n
-33.102695000000004,-60.15120699999999,n
-33.105118,-60.159199,n
-33.107536,-60.167179,n
-33.088966,-60.156994,n
-33.082527,-60.186676,n
-33.084957,-60.19465600000001,n
-33.089794,-60.210541000000006,n
-33.078094,-60.19751,n
-33.066376,-60.184456,n
-33.071243,-60.200401,n
