latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.189121,-60.124542000000005,330.04,0.39,0.36,506,N,VIIRS,n,1,282.6,4.02,N,3.0
-33.189747,-60.120358,345.82,0.39,0.36,506,N,VIIRS,n,1,285.42,4.02,N,3.0
-33.190376,-60.11616899999999,327.83,0.39,0.36,506,N,VIIRS,n,1,282.77,2.1,N,0.0
-33.191002000000005,-60.111984,307.17,0.39,0.36,506,N,VIIRS,n,1,280.92,2.1,N,0.0
-33.191212,-60.133629000000006,342.45,0.39,0.36,506,N,VIIRS,n,1,286.8,3.5,N,0.0
-33.191841,-60.12944,323.84,0.39,0.36,506,N,VIIRS,n,1,285.29,3.5,N,0.0
-33.195606,-60.104321,338.97,0.39,0.36,506,N,VIIRS,n,1,284.25,5.08,N,0.0
-33.192471000000005,-60.125259,315.69,0.39,0.36,506,N,VIIRS,n,1,283.92,4.02,N,3.0
-33.194557,-60.134346,316.91,0.39,0.36,506,N,VIIRS,n,1,284.05,1.44,N,0.0
-33.195187,-60.130157,299.46,0.39,0.36,506,N,VIIRS,n,1,283.42,1.44,N,0.0
-33.195816,-60.125973,312.94,0.39,0.36,506,N,VIIRS,n,1,287.03,1.3,N,3.0
-33.196445000000004,-60.121784,305.08,0.39,0.36,506,N,VIIRS,n,1,283.76,1.3,N,3.0
-33.195393,-60.151794,337.17,0.39,0.36,506,N,VIIRS,n,1,283.14,17.9,N,3.0
-33.196022,-60.14761,356.85,0.39,0.36,506,N,VIIRS,n,1,305.56,17.9,N,3.0
-33.198536,-60.130875,320.09,0.39,0.36,506,N,VIIRS,n,1,286.67,1.44,N,0.0
-33.197906,-60.135063,306.71,0.39,0.36,506,N,VIIRS,n,1,285.34,1.44,N,0.0
-33.199162,-60.12669,302.6,0.39,0.36,506,N,VIIRS,n,1,282.98,1.3,N,3.0
-33.198109,-60.156693,352.18,0.39,0.36,506,N,VIIRS,n,1,300.36,26.85,N,3.0
-33.198738,-60.152512,342.84,0.39,0.36,506,N,VIIRS,n,1,296.67,8.48,N,3.0
-33.199368,-60.148327,336.03,0.39,0.36,506,N,VIIRS,n,1,293.75,8.48,N,3.0
-33.208164000000004,-60.089703,337.74,0.39,0.36,506,N,VIIRS,n,1,285.95,4.42,N,3.0
-33.197479,-60.160881,298.08,0.39,0.36,506,N,VIIRS,n,1,281.43,26.85,N,3.0
-33.199997,-60.144146,309.68,0.39,0.36,506,N,VIIRS,n,1,288.1,1.55,N,0.0
-33.200623,-60.139957,313.5,0.39,0.36,506,N,VIIRS,n,1,287.62,1.55,N,0.0
-33.201252000000004,-60.135773,299.01,0.39,0.36,506,N,VIIRS,n,1,281.88,1.37,N,3.0
-33.200195,-60.165775,333.69,0.39,0.36,506,N,VIIRS,n,1,287.62,14.18,N,0.0
-33.200825,-60.161591,350.25,0.39,0.36,506,N,VIIRS,n,1,320.82,26.85,N,3.0
-33.201454,-60.15741,352.84,0.39,0.36,506,N,VIIRS,n,1,300.91,26.85,N,3.0
-33.202084,-60.153225,316.98,0.39,0.36,506,N,VIIRS,n,1,287.21,8.48,N,3.0
-33.202713,-60.149044,319.05,0.39,0.36,506,N,VIIRS,n,1,290.04,8.48,N,3.0
-33.203342,-60.14485500000001,310.64,0.39,0.36,506,N,VIIRS,n,1,287.93,1.55,N,0.0
-33.22551,-60.158245,326.61,0.39,0.36,506,N,VIIRS,n,1,282.63,12.89,N,0.0
-33.226139,-60.154057,331.12,0.39,0.36,506,N,VIIRS,n,1,282.04,12.89,N,0.0
-33.220459000000005,-60.191704,316.86,0.39,0.36,506,N,VIIRS,n,1,286.65,3.48,N,0.0
-33.221722,-60.18334599999999,315.59,0.39,0.36,506,N,VIIRS,n,1,289.42,1.57,N,3.0
-33.222355,-60.179157,296.42,0.39,0.36,506,N,VIIRS,n,1,285.41,1.57,N,3.0
