latitude,longitude,confidence
25.01988,-99.93857,n
25.01367,-99.93662,n
25.01321,-99.93043,n
25.00744,-99.93443,n
25.00149,-99.93597,n
25.01867,-99.94025,n
25.01785,-99.93007,n
25.01188,-99.93121,n
25.01311,-99.94659,n
25.01233,-99.93687,n
25.00654,-99.94044,n
25.00608,-99.93472,n
25.35805,-100.19327,n
25.34913,-100.18449,n
25.35515,-100.20798,n
25.34828,-100.20717,n
25.3442,-100.19125,n
25.34249,-100.18458,n
25.34056,-100.17709,n
25.34377,-100.21555,n
25.3406,-100.20322,n
25.32961,-100.16045,n
25.3567,-100.19759,n
25.35471,-100.18957,n
25.35153,-100.20355,n
25.34951,-100.19542,n
25.34778,-100.18847,n
25.34585,-100.1807,n
25.34291,-100.19562,n
25.34127,-100.18905,n
25.33932,-100.18124,n
25.33776,-100.17498,n
25.34126,-100.21575,n
25.3269,-100.15824,n
25.0188,-99.93713,n
25.01262,-99.93958,n
25.00599,-99.94027,n
25.00679,-99.94338,n
25.00489,-99.93599,n
24.99771,-99.93575,n
25.0073,-99.92773,n
25.00617,-99.93196,n
25.29185,-99.51388,n
25.32887,-99.67825,n
25.33058,-99.78321,n
25.32923,-99.68034,n
25.33041,-99.78488,n
25.44173,-99.72371,n
25.44094,-99.72585,n
25.02009,-99.92503,n
25.02119,-99.92546,n
25.3573,-100.20618,n
25.35693,-100.21043,n
25.44187,-99.72624,n
