latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.715698,-60.705322,344.94,0.4,0.37,506,N,VIIRS,n,1,293.03,2.81,N,3.0
-32.715076,-60.709591,311.6,0.4,0.37,506,N,VIIRS,n,1,291.1,2.81,N,3.0
-32.718464000000004,-60.71028100000001,351.67,0.4,0.37,506,N,VIIRS,n,1,299.51,7.68,N,3.0
-32.719086,-60.706013,343.26,0.4,0.37,506,N,VIIRS,n,1,294.45,7.68,N,3.0
-32.719704,-60.701736,315.92,0.4,0.37,506,N,VIIRS,n,1,292.55,1.7,N,3.0
-32.997063,-60.095406,331.83,0.41,0.37,506,N,VIIRS,n,1,293.27,3.47,N,0.0
-33.000774,-60.06876,325.53,0.41,0.37,506,N,VIIRS,n,1,292.95,2.45,N,0.0
-32.997681,-60.090965,312.42,0.41,0.37,506,N,VIIRS,n,1,291.98,2.1,N,0.0
-32.99892,-60.082081,319.95,0.41,0.37,506,N,VIIRS,n,1,290.97,1.3,N,0.0
-33.000515,-60.096081000000005,342.32,0.41,0.37,506,N,VIIRS,n,1,296.62,5.39,N,0.0
-33.002373,-60.082756,343.49,0.41,0.37,506,N,VIIRS,n,1,293.34,3.91,N,0.0
-33.004227,-60.06943100000001,321.09,0.41,0.37,506,N,VIIRS,n,1,293.82,2.51,N,0.0
-32.999893,-60.100513,309.83,0.41,0.37,506,N,VIIRS,n,1,292.1,5.39,N,0.0
-33.001133,-60.091640000000005,310.62,0.41,0.37,506,N,VIIRS,n,1,292.2,2.31,N,0.0
-33.001751,-60.08720400000001,306.76,0.41,0.37,506,N,VIIRS,n,1,291.68,2.31,N,0.0
-33.002990999999994,-60.078316,309.82,0.41,0.37,506,N,VIIRS,n,1,293.21,3.91,N,0.0
-33.003609000000004,-60.073872,319.89,0.41,0.37,506,N,VIIRS,n,1,295.87,2.51,N,0.0
-33.007408,-60.097427,339.42,0.41,0.37,506,N,VIIRS,n,1,296.33,2.28,N,0.0
-33.006786,-60.101868,309.68,0.41,0.37,506,N,VIIRS,n,1,293.17,2.28,N,0.0
-33.010234999999994,-60.102543,313.85,0.41,0.37,506,N,VIIRS,n,1,292.69,2.28,N,0.0
-33.010857,-60.098103,306.15,0.41,0.37,506,N,VIIRS,n,1,291.65,2.28,N,0.0
-33.021755,-60.045429000000006,310.19,0.41,0.37,506,N,VIIRS,n,1,291.85,1.16,N,0.0
-33.038692,-60.088295,303.32,0.41,0.37,506,N,VIIRS,n,1,291.21,1.04,N,0.0
-33.046207,-60.085201,312.71,0.41,0.37,506,N,VIIRS,n,1,291.97,1.84,N,0.0
-33.046818,-60.08075,304.29,0.41,0.37,506,N,VIIRS,n,1,291.2,0.56,N,0.0
-33.045635,-60.07945600000001,356.82,0.45,0.39,1730,N,VIIRS,n,1,320.48,34.11,D,0.0
-33.042637,-60.084969,355.45,0.45,0.39,1730,N,VIIRS,n,1,320.05,34.11,D,0.0
-33.039642,-60.090481,355.75,0.45,0.39,1730,N,VIIRS,n,1,318.56,28.58,D,0.0
-33.035423,-60.08622,349.51,0.45,0.39,1730,N,VIIRS,n,1,316.92,60.8,D,0.0
-33.013771000000006,-60.089977000000005,350.68,0.45,0.39,1730,N,VIIRS,n,1,321.66,32.28,D,0.0
-33.014378,-60.09486,353.77,0.45,0.39,1730,N,VIIRS,n,1,321.04,18.67,D,0.0
-33.010162,-60.090603,344.95,0.45,0.39,1730,N,VIIRS,n,1,317.42,14.21,D,0.0
-33.011371999999994,-60.100372,347.16,0.45,0.39,1730,N,VIIRS,n,1,314.7,11.65,D,0.0
-33.004131,-60.07171999999999,348.03,0.45,0.39,1730,N,VIIRS,n,1,313.51,7.28,D,0.0
-33.004734,-60.076588,348.69,0.45,0.39,1730,N,VIIRS,n,1,317.19,11.67,D,0.0
-33.00716,-60.096115000000005,347.31,0.45,0.39,1730,N,VIIRS,n,1,317.62,11.65,D,0.0
-32.998127000000004,-60.082722,353.84,0.45,0.39,1730,N,VIIRS,n,1,324.29,57.28,D,0.0
-32.715691,-60.709030000000006,355.75,0.47,0.4,1730,N,VIIRS,n,1,313.0,111.06,D,3.0
