latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.583195,-60.668678,309.05,0.41,0.45,436,N,VIIRS,n,1,282.8,1.31,N,3.0
-32.587261,-60.669880000000006,303.7,0.41,0.45,436,N,VIIRS,n,1,284.14,1.31,N,3.0
-32.596752,-60.686428,310.0,0.41,0.45,436,N,VIIRS,n,1,282.27,2.12,N,0.0
-32.600826,-60.687637,328.82,0.41,0.45,436,N,VIIRS,n,1,281.94,2.12,N,0.0
-32.680172,-60.307785,328.63,0.39,0.44,436,N,VIIRS,n,1,280.1,1.86,N,0.0
-32.601734,-60.683315,319.36,0.41,0.45,436,N,VIIRS,n,1,281.68,2.12,N,0.0
-32.681023,-60.303658,306.33,0.39,0.44,436,N,VIIRS,n,1,279.63,1.86,N,0.0
-32.72633,-60.65418199999999,314.15,0.4,0.44,436,N,VIIRS,n,1,280.56,1.17,N,0.0
-32.827728,-60.185673,299.17,0.57,0.43,436,N,VIIRS,n,1,280.51,1.25,N,0.0
-32.737129,-60.643742,309.38,0.4,0.44,436,N,VIIRS,n,1,282.54,1.08,N,0.0
-32.832928,-60.180748,304.54,0.57,0.43,436,N,VIIRS,n,1,281.09,1.33,N,3.0
-32.937121999999995,-60.083622,301.51,0.56,0.43,436,N,VIIRS,n,1,279.51,0.81,N,0.0
-32.983078000000006,-60.577133,301.13,0.39,0.44,436,N,VIIRS,n,1,280.82,0.79,N,0.0
-33.047024,-60.493736,303.13,0.39,0.44,436,N,VIIRS,n,1,282.38,1.05,N,0.0
-33.101753,-60.202259,345.49,0.4,0.6,1700,N,VIIRS,n,1,296.15,7.16,D,0.0
-33.117207,-60.455635,351.07,0.41,0.61,1700,N,VIIRS,n,1,297.59,5.6,D,3.0
-33.117484999999995,-60.460232,339.19,0.41,0.61,1700,N,VIIRS,n,1,299.84,5.6,D,3.0
-33.090721,-60.207619,348.84,0.4,0.6,1700,N,VIIRS,n,1,293.62,5.36,D,0.0
-33.0886,-60.36138199999999,330.27,0.41,0.6,1700,N,VIIRS,n,1,298.64,3.83,D,3.0
-32.93906,-60.077919,349.29,0.39,0.59,1700,N,VIIRS,n,1,296.51,6.55,D,0.0
-32.939323,-60.082272,328.93,0.39,0.59,1700,N,VIIRS,n,1,294.57,3.44,D,0.0
-32.933193,-60.074039,336.22,0.39,0.59,1700,N,VIIRS,n,1,292.91,28.04,D,0.0
-32.933456,-60.078392,347.7,0.39,0.59,1700,N,VIIRS,n,1,313.86,28.04,D,0.0
-32.930027,-60.081997,330.64,0.39,0.59,1700,N,VIIRS,n,1,294.68,14.67,D,0.0
-32.727661,-60.23022099999999,336.18,0.4,0.6,1700,N,VIIRS,n,1,293.57,4.02,D,0.0
-32.727924,-60.23463100000001,346.6,0.4,0.6,1700,N,VIIRS,n,1,292.73,4.02,D,0.0
-32.724804,-60.231571,351.76,0.4,0.6,1700,N,VIIRS,n,1,294.74,7.48,D,0.0
-32.725094,-60.235985,326.29,0.4,0.6,1700,N,VIIRS,n,1,291.96,4.1,D,0.0
-32.678181,-60.30208199999999,329.79,0.4,0.6,1700,N,VIIRS,n,1,298.02,3.27,D,0.0
-32.672515999999995,-60.302544,338.28,0.4,0.6,1700,N,VIIRS,n,1,297.18,3.27,D,0.0
-32.672794,-60.306999,343.62,0.4,0.6,1700,N,VIIRS,n,1,296.64,3.27,D,0.0
-32.673618,-60.320358,328.57,0.4,0.6,1700,N,VIIRS,n,1,295.97,1.35,D,0.0
-32.651169,-60.421391,356.48,0.41,0.6,1700,N,VIIRS,n,1,295.32,7.6,D,3.0
-32.584534000000005,-60.665291,342.45,0.42,0.61,1700,N,VIIRS,n,1,294.63,4.55,D,0.0
-33.095062,-60.20558199999999,331.19,0.51,0.66,1842,N,VIIRS,n,1,293.64,6.11,D,0.0
-32.89151,-60.127193000000005,340.92,0.52,0.67,1842,N,VIIRS,n,1,283.55,6.55,D,0.0
-32.853931,-60.159611,354.08,0.52,0.66,1842,N,VIIRS,n,1,290.47,10.47,D,0.0
-32.852959000000006,-60.171001,335.57,0.52,0.66,1842,N,VIIRS,n,1,291.45,7.78,D,0.0
