latitude,longitude,confidence
25.32873,-100.25094,n
25.31977,-100.21435,n
25.31818,-100.18762,n
25.31792,-100.18333,n
25.31231,-100.20257,n
25.31184,-100.19452,n
25.31144,-100.1878,n
25.31335,-100.22005,n
25.31096,-100.17986,n
25.31072,-100.17587,n
25.31022,-100.16763,n
25.30362,-100.17007,n
25.31489,-100.18713,n
25.31705,-100.22005,n
25.31669,-100.21456,n
25.31569,-100.19923,n
25.31524,-100.19238,n
25.31435,-100.17884,n
25.31409,-100.17483,n
25.30877,-100.19678,n
25.30835,-100.19028,n
25.30802,-100.1853,n
25.30923,-100.20377,n
25.30778,-100.18155,n
25.30752,-100.17758,n
25.30723,-100.17327,n
25.30693,-100.16872,n
25.33958,-100.2292,n
25.33841,-100.22434,n
25.33722,-100.24463,n
25.33299,-100.25218,n
25.32349,-100.21282,n
25.31464,-100.17616,n
25.32733,-100.25384,n
25.32652,-100.2505,n
25.32577,-100.24741,n
25.31849,-100.21725,n
25.3084,-100.17554,n
25.29216,-100.23393,n
25.29093,-100.22887,n
25.28554,-100.2317,n
25.29171,-100.2353,n
25.29059,-100.23057,n
25.3316,-99.63912,n
25.33162,-99.68013,n
25.3103,-100.18436,n
25.31506,-100.18613,n
