latitude,longitude,confidence
-33.13615,-60.01534300000001,n
-33.226116,-60.021385,n
-33.222694,-60.04225200000001,n
-33.225349,-60.04720699999999,n
-33.22945,-60.022167,n
-33.224667,-60.05138,n
-33.226032000000004,-60.043034,n
-33.228004,-60.052158,n
-33.231339,-60.052937,n
-33.239456,-60.02450200000001,n
-33.088543,-60.094772,n
-33.088993,-60.099442,n
-33.083839000000005,-60.090698,n
-33.095448,-60.100624,n
-33.095924,-60.105289,n
-33.090233000000005,-60.091896,n
-33.090702,-60.096539,n
-33.091183,-60.101212,n
-33.085495,-60.087826,n
-33.085964000000004,-60.092468,n
-33.081234,-60.088406000000006,n
-33.08408,-60.116367,n
-33.084553,-60.12104,n
-33.07745,-60.09364300000001,n
-33.087379,-60.235153,n
-33.087852000000005,-60.239899,n
-33.082142,-60.226257,n
-33.084034,-60.24522,n
-33.084507,-60.249973,n
-33.065559,-60.147358,n
-33.074493,-60.2369,n
-33.056545,-60.143837,n
-33.247437,-60.013237,n
-33.247898,-60.017883,n
-33.243187,-60.013824,n
-33.243649,-60.018471,n
-33.239857,-60.023701,n
-33.240776000000004,-60.033005,n
-33.242157,-60.046978,n
-33.235603000000005,-60.024288,n
-33.236065,-60.02895,n
-33.234558,-60.057476,n
-33.225731,-60.011539,n
-33.229839,-60.053402,n
-33.230297,-60.058064,n
-33.221934999999995,-60.016762,n
-33.22467,-60.04467,n
-33.225124,-60.049324,n
-33.22557800000001,-60.053982,n
-33.234264,-60.14312,n
-33.220867,-60.049911,n
-33.229069,-60.13427,n
-33.229153000000004,-60.22547900000001,n
-33.149242,-60.053371,n
-33.149708000000004,-60.058025,n
-33.137398,-60.064419,n
-33.13884,-60.21175,n
-33.096172,-60.084274,n
-33.096622,-60.08893199999999,n
-33.097522999999995,-60.098259,n
-33.097973,-60.102932,n
-33.091915,-60.084862,n
-33.092361,-60.08951999999999,n
-33.093258,-60.098854,n
-33.093708,-60.10351899999999,n
