latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.04358,-60.38415,299.74,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,278.25,2.53,N
-33.04303,-60.39294,306.95,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,285.7,3.12,N
-33.04276,-60.39731,303.38,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,285.05,3.12,N
-33.04249,-60.40171,298.04,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,283.33,1.68,N
-33.04221,-60.40608,300.28,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,282.07,1.68,N
-33.04194,-60.41047,297.95,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,281.91,2.14,N
-33.04167,-60.41483,302.4,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,284.12,2.14,N
-33.04058,-60.43236,298.62,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,277.75,3.1,N
-33.04331,-60.38854,327.43,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,287.5,2.53,N
-33.0414,-60.41922,335.87,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,298.15,4.34,N
-33.04112,-60.42362,338.3,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,294.13,4.34,N
-33.04085,-60.42799,332.11,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,294.45,3.1,N
-33.03797,-60.38363,297.77,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,282.84,1.85,N
-33.03579,-60.41869,304.58,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,275.36,4.29,N
-33.0329,-60.37431,296.41,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,280.78,1.96,N
-33.03263,-60.37872,308.23,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,287.86,1.96,N
-33.03236,-60.3831,302.22,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,282.31,1.85,N
-33.02728,-60.37379,309.22,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,285.86,1.55,N
-33.02702,-60.3782,299.29,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,280.18,1.55,N
-33.02221,-60.36445,313.86,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,278.77,2.4,N
-33.02194,-60.36885,311.21,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,278.81,2.4,N
-33.0351,-60.37684,297.77,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,281.74,1.56,N
-33.0348,-60.38123,302.95,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,284.45,1.56,N
-33.02979,-60.37195,298.53,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,282.37,2.77,N
-33.02949,-60.37634,313.7,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,289.06,1.56,N
-33.02919,-60.38073,306.61,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,284.69,1.56,N
-33.02447,-60.36704,297.32,0.41,0.6,550.0,1.0,VIIRS,n,2.0NRT,277.27,1.73,N
-33.0481,-60.40223,297.46,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,277.97,1.68,N
-33.04782,-60.40662,295.76,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,280.35,1.68,N
-33.04755,-60.411,308.62,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,286.58,2.14,N
-33.04727,-60.41538,308.2,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,288.03,2.14,N
-33.047,-60.41976,315.17,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,291.25,4.34,N
-33.04672,-60.42413,312.47,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,288.25,4.34,N
-33.04644,-60.42853,305.7,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,283.1,3.1,N
-33.04837,-60.39785,339.79,0.4,0.6,550.0,1.0,VIIRS,n,2.0NRT,282.57,3.12,N
-33.20047,-60.09752,343.4,0.39,0.44,1813.0,1.0,VIIRS,n,2.0NRT,312.32,4.1,D
-33.20061,-60.11919,341.95,0.38,0.44,1813.0,1.0,VIIRS,n,2.0NRT,313.13,2.36,D
-33.17069,-60.158,348.98,0.38,0.43,1813.0,1.0,VIIRS,n,2.0NRT,317.89,22.05,D
-33.07897,-60.3918,344.65,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,310.54,9.71,D
-33.07626,-60.39887,344.38,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.23,11.33,D
-33.07233,-60.39996,341.32,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,307.73,8.02,D
-33.06356,-60.37713,345.44,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,299.34,6.87,D
-33.06477,-60.38312,337.66,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,301.43,6.87,D
-33.06599,-60.3891,344.52,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,312.25,7.82,D
-33.06841,-60.40107,347.79,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,304.26,8.02,D
-33.06207,-60.39021,346.21,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,300.17,31.51,D
-33.06327,-60.39618,338.03,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,305.02,31.51,D
-33.05935,-60.39728,333.34,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,294.65,31.51,D
-33.04785,-60.38153,354.06,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,313.75,16.33,D
-33.04907,-60.38752,350.15,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,314.29,16.33,D
-33.05029,-60.3935,351.12,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,311.0,14.77,D
-33.05272,-60.40546,349.89,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,312.84,52.87,D
-33.04392,-60.38263,345.65,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,313.4,17.52,D
-33.05244,-60.42444,347.44,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,312.81,22.55,D
-33.02993,-60.35482,338.48,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.22,4.37,D
-33.03116,-60.36083,338.95,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.06,11.75,D
-33.02723,-60.36193,346.55,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,307.34,11.75,D
-33.02846,-60.36794,356.58,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,323.99,11.75,D
-33.02969,-60.37394,338.7,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.39,9.2,D
-33.0513,-60.38832,344.47,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,303.86,10.47,D
-33.05603,-60.41229,351.06,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,325.0,29.8,D
-33.045,-60.37742,338.35,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,303.88,49.68,D
-33.04737,-60.38942,350.44,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,310.63,10.47,D
-33.04856,-60.39543,345.73,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.59,10.47,D
-33.04974,-60.40142,354.8,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,312.87,32.75,D
-33.05092,-60.40741,354.29,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,317.46,32.75,D
-33.0521,-60.41339,351.64,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,319.25,29.8,D
-33.03238,-60.35557,342.75,0.57,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.92,6.17,D
-33.02964,-60.3627,343.57,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,309.83,9.05,D
-33.03083,-60.36871,349.47,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,313.84,15.74,D
-33.0257,-60.3638,349.51,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.79,9.05,D
-33.0269,-60.36982,355.03,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,319.35,15.74,D
-33.0281,-60.37583,352.24,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,314.52,15.74,D
-33.03879,-60.42974,336.92,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,309.88,12.97,D
-33.02057,-60.35888,348.58,0.57,0.43,1813.0,1.0,VIIRS,n,2.0NRT,314.57,9.48,D
-33.02177,-60.3649,342.78,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,312.83,9.48,D
-33.02297,-60.37091,341.27,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,307.78,44.12,D
-33.02536,-60.38293,349.68,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,323.6,35.58,D
-33.02023,-60.37803,341.51,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,302.12,44.12,D
-33.02143,-60.38404,352.5,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,301.64,35.58,D
-33.02584,-60.42706,354.74,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,323.86,60.09,D
-33.02073,-60.42218,343.67,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,299.74,60.09,D
-33.0243,-60.44011,333.1,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,307.89,130.91,D
-33.01442,-60.41132,334.56,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.32,71.35,D
-33.01561,-60.4173,337.81,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,300.03,71.35,D
-33.01681,-60.42328,345.78,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,300.47,150.27,D
-33.01169,-60.4184,341.57,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,291.77,71.35,D
-33.00777,-60.41951,339.05,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,289.43,21.19,D
-32.79853,-60.59525,343.15,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,308.68,6.75,D
