latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
25.29707,-100.17352,332.05,0.39,0.36,824,1,VIIRS,n,2.0NRT,289.81,1.98,N
25.29769,-100.17731,314.86,0.39,0.36,824,1,VIIRS,n,2.0NRT,288.45,1.98,N
25.2932,-100.17049,335.98,0.39,0.36,824,1,VIIRS,n,2.0NRT,289.43,4.59,N
25.2926,-100.16676,337.12,0.39,0.36,824,1,VIIRS,n,2.0NRT,289.37,4.59,N
25.29199,-100.16299,331.99,0.39,0.36,824,1,VIIRS,n,2.0NRT,287.44,3.91,N
25.2938,-100.17424,313.55,0.39,0.36,824,1,VIIRS,n,2.0NRT,285.25,1.98,N
25.28872,-100.1637,340.35,0.39,0.36,824,1,VIIRS,n,2.0NRT,294.96,7.9,N
25.28933,-100.16749,307.41,0.39,0.36,824,1,VIIRS,n,2.0NRT,285.3,2.14,N
25.28544,-100.16439,323.51,0.39,0.36,824,1,VIIRS,n,2.0NRT,285.32,7.9,N
25.28482,-100.16057,337.73,0.39,0.36,824,1,VIIRS,n,2.0NRT,287.55,7.9,N
25.28154,-100.16126,320.46,0.39,0.36,824,1,VIIRS,n,2.0NRT,282.61,2.45,N
25.28091,-100.15739,302.53,0.39,0.36,824,1,VIIRS,n,2.0NRT,284.2,1.39,N
25.2856,-100.20736,321.62,0.39,0.36,824,1,VIIRS,n,2.0NRT,279.9,2.09,N
25.27825,-100.1619,330.3,0.39,0.36,824,1,VIIRS,n,2.0NRT,281.63,2.45,N
25.27496,-100.16248,328.39,0.39,0.36,824,1,VIIRS,n,2.0NRT,279.49,2.27,N
25.28232,-100.20805,301.22,0.39,0.36,824,1,VIIRS,n,2.0NRT,273.2,0.8,N
25.27411,-100.17824,324.97,0.39,0.36,824,1,VIIRS,n,2.0NRT,281.9,2.39,N
25.2735,-100.17445,321.11,0.39,0.36,824,1,VIIRS,n,2.0NRT,281.25,2.38,N
25.27165,-100.16305,337.92,0.39,0.36,824,1,VIIRS,n,2.0NRT,282.31,2.27,N
25.27227,-100.16686,301.94,0.39,0.36,824,1,VIIRS,n,2.0NRT,279.47,2.27,N
25.27269,-100.19036,299.19,0.39,0.36,824,1,VIIRS,n,2.0NRT,273.52,2.56,N
25.27206,-100.18652,295.84,0.39,0.36,824,1,VIIRS,n,2.0NRT,275.71,2.56,N
25.27083,-100.17889,314.01,0.39,0.36,824,1,VIIRS,n,2.0NRT,280.25,1.73,N
25.26897,-100.16747,318.98,0.39,0.36,824,1,VIIRS,n,2.0NRT,282.07,1.31,N
25.26835,-100.16365,298.53,0.39,0.36,824,1,VIIRS,n,2.0NRT,280.25,1.31,N
25.26941,-100.19103,345.72,0.39,0.36,824,1,VIIRS,n,2.0NRT,277.25,2.56,N
25.27254,-100.2103,319.3,0.39,0.36,824,1,VIIRS,n,2.0NRT,270.72,1.75,N
25.27193,-100.2065,297.63,0.39,0.36,824,1,VIIRS,n,2.0NRT,270.89,0.74,N
25.27131,-100.20266,302.54,0.39,0.36,824,1,VIIRS,n,2.0NRT,273.61,0.74,N
25.27003,-100.19488,307.44,0.39,0.36,824,1,VIIRS,n,2.0NRT,271.73,1.23,N
25.26988,-100.21474,327.18,0.39,0.36,824,1,VIIRS,n,2.0NRT,274.91,2.68,N
25.26928,-100.21101,324.14,0.39,0.36,824,1,VIIRS,n,2.0NRT,275.6,2.68,N
25.26676,-100.19556,350.55,0.39,0.36,824,1,VIIRS,n,2.0NRT,278.56,5.69,N
25.26613,-100.1917,333.54,0.39,0.36,824,1,VIIRS,n,2.0NRT,274.45,6.24,N
25.26866,-100.20719,300.57,0.39,0.36,824,1,VIIRS,n,2.0NRT,269.92,1.03,N
25.26804,-100.20337,306.19,0.39,0.36,824,1,VIIRS,n,2.0NRT,272.97,1.03,N
25.2674,-100.19947,319.96,0.39,0.36,824,1,VIIRS,n,2.0NRT,275.22,5.69,N
25.26538,-100.20783,305.05,0.39,0.36,824,1,VIIRS,n,2.0NRT,271.05,1.03,N
25.26477,-100.20404,310.6,0.39,0.36,824,1,VIIRS,n,2.0NRT,274.56,1.03,N
25.26586,-100.16089,333.17,0.43,0.38,1938,1,VIIRS,n,2.0NRT,298.02,5.25,D
25.2585,-100.20411,330.85,0.43,0.38,1938,1,VIIRS,n,2.0NRT,298.76,4.26,D
25.26327,-100.19707,349.87,0.43,0.38,1938,1,VIIRS,n,2.0NRT,307.89,16.41,D
25.26265,-100.20067,354.06,0.43,0.38,1938,1,VIIRS,n,2.0NRT,304.54,15.31,D
25.262,-100.20444,331.74,0.43,0.38,1938,1,VIIRS,n,2.0NRT,294.05,15.31,D
25.27283,-100.16177,345.33,0.43,0.38,1938,1,VIIRS,n,2.0NRT,300.79,4.53,D
25.26609,-100.20137,348.96,0.43,0.38,1938,1,VIIRS,n,2.0NRT,306.78,15.31,D
25.26545,-100.20516,336.58,0.43,0.38,1938,1,VIIRS,n,2.0NRT,298.04,15.31,D
25.27151,-100.16089,337.53,0.43,0.38,1938,1,VIIRS,n,2.0NRT,299.05,4.77,D
25.26473,-100.20036,353.99,0.43,0.38,1938,1,VIIRS,n,2.0NRT,307.88,32.36,D
25.2641,-100.20406,343.97,0.43,0.38,1938,1,VIIRS,n,2.0NRT,305.99,32.36,D
