latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.133064000000005,-60.164062,301.98,0.39,0.36,506,N,VIIRS,n,1,280.05,2.77,N,0.0
-33.13641,-60.16478000000001,351.78,0.39,0.36,506,N,VIIRS,n,1,292.32,2.77,N,0.0
-33.135777000000004,-60.168961,316.92,0.39,0.36,506,N,VIIRS,n,1,284.26,2.66,N,0.0
-33.137043,-60.160599,304.03,0.39,0.36,506,N,VIIRS,n,1,281.61,2.77,N,0.0
-33.139755,-60.165497,351.85,0.39,0.36,506,N,VIIRS,n,1,290.16,4.84,N,0.0
-33.139122,-60.169678000000005,317.05,0.39,0.36,506,N,VIIRS,n,1,284.48,2.01,N,0.0
-33.142467,-60.170387,298.5,0.39,0.36,506,N,VIIRS,n,1,281.54,2.01,N,0.0
-33.143101,-60.166214,309.96,0.39,0.36,506,N,VIIRS,n,1,282.57,4.84,N,0.0
-33.142235,-60.15713100000001,346.92,0.53,0.42,1724,N,VIIRS,n,1,321.75,42.41,D,0.0
-33.143486,-60.168583,352.4,0.53,0.42,1724,N,VIIRS,n,1,312.93,12.39,D,3.0
-33.144112,-60.17432,346.47,0.53,0.42,1724,N,VIIRS,n,1,310.44,12.39,D,3.0
-33.138351,-60.157738,347.21,0.53,0.42,1724,N,VIIRS,n,1,307.67,42.41,D,0.0
-33.138973,-60.163464000000005,351.74,0.53,0.42,1724,N,VIIRS,n,1,313.57,42.41,D,0.0
-33.140221000000004,-60.17493100000001,347.1,0.53,0.42,1724,N,VIIRS,n,1,312.15,12.39,D,3.0
-33.178711,-60.370525,332.43,0.54,0.42,1724,N,VIIRS,n,1,297.32,5.08,D,3.0
-33.174782,-60.371128000000006,343.04,0.54,0.42,1724,N,VIIRS,n,1,303.29,5.08,D,3.0
-33.143845,-60.169662,353.46,0.53,0.42,1724,N,VIIRS,n,1,310.48,46.78,D,3.0
-33.144508,-60.175396,339.13,0.53,0.42,1724,N,VIIRS,n,1,308.92,5.34,D,3.0
-33.138649,-60.158833,353.78,0.52,0.42,1724,N,VIIRS,n,1,311.41,15.04,D,0.0
-33.139305,-60.164547,348.93,0.53,0.42,1724,N,VIIRS,n,1,312.52,8.85,D,0.0
-33.140614,-60.17599499999999,344.93,0.53,0.42,1724,N,VIIRS,n,1,312.56,15.02,D,0.0
-33.135422,-60.165157,336.89,0.53,0.42,1724,N,VIIRS,n,1,303.02,8.85,D,0.0
-33.07373,-60.250767,339.32,0.53,0.42,1724,N,VIIRS,n,1,313.49,44.45,D,0.0
-33.074364,-60.256538,346.86,0.53,0.42,1724,N,VIIRS,n,1,308.14,9.76,D,0.0
-33.075001,-60.262302000000005,331.08,0.53,0.42,1724,N,VIIRS,n,1,300.61,9.76,D,0.0
-33.236759,-60.007275,339.37,0.52,0.41,1724,N,VIIRS,n,1,304.85,10.78,D,3.0
-33.235947,-60.009346,337.92,0.52,0.41,1724,N,VIIRS,n,1,304.56,7.82,D,0.0
-33.177212,-60.369762,342.67,0.54,0.42,1724,N,VIIRS,n,1,299.54,5.42,D,3.0
-33.173283000000005,-60.370361,338.31,0.54,0.42,1724,N,VIIRS,n,1,302.88,8.94,D,0.0
-33.146747999999995,-60.162239,345.61,0.53,0.42,1724,N,VIIRS,n,1,300.4,7.48,D,3.0
