latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.821743,-60.437599,298.14,0.63,0.72,400,N,VIIRS,n,1,285.49,1.4,N,0.0
-32.823719,-60.430817000000005,305.87,0.63,0.72,400,N,VIIRS,n,1,285.15,1.4,N,0.0
-32.818512,-60.430065,306.89,0.63,0.72,400,N,VIIRS,n,1,285.2,1.08,N,0.0
-32.824966,-60.43275500000001,302.27,0.63,0.72,400,N,VIIRS,n,1,285.21,1.02,N,0.0
-33.037884000000005,-60.430859,316.42,0.62,0.72,400,N,VIIRS,n,1,286.01,3.19,N,0.0
-33.033859,-60.427238,325.5,0.62,0.72,400,N,VIIRS,n,1,286.78,2.17,N,3.0
-33.040283,-60.429928,296.46,0.62,0.72,400,N,VIIRS,n,1,285.44,2.17,N,3.0
-32.820198,-60.430317,305.18,0.64,0.54,542,N,VIIRS,n,1,286.03,1.81,N,0.0
-32.82225,-60.429497,305.2,0.64,0.54,542,N,VIIRS,n,1,285.82,1.99,N,0.0
-32.983433000000005,-60.697289000000005,302.46,0.62,0.54,542,N,VIIRS,n,1,287.17,1.13,N,0.0
-32.982151,-60.695923,304.55,0.62,0.54,542,N,VIIRS,n,1,286.94,1.37,N,0.0
-33.038418,-60.424736,348.09,0.32,0.55,542,N,VIIRS,n,1,285.67,3.14,N,3.0
-33.205395,-60.303768000000005,322.57,0.33,0.55,542,N,VIIRS,n,1,286.35,1.64,N,3.0
-33.20512,-60.307373,312.58,0.33,0.55,542,N,VIIRS,n,1,286.54,1.64,N,3.0
-33.208256,-60.301178,344.64,0.48,0.4,1800,N,VIIRS,n,1,310.51,5.93,D,3.0
-33.186108000000004,-60.285484,343.98,0.48,0.4,1800,N,VIIRS,n,1,314.11,8.31,D,0.0
-33.09705,-60.247215,351.46,0.48,0.4,1800,N,VIIRS,n,1,322.96,22.53,D,0.0
-33.098015000000004,-60.252377,354.87,0.48,0.4,1800,N,VIIRS,n,1,317.58,22.53,D,0.0
-33.093371999999995,-60.248184,346.61,0.48,0.4,1800,N,VIIRS,n,1,310.99,10.21,D,3.0
-32.994091,-60.072033,348.26,0.49,0.4,1800,N,VIIRS,n,1,313.9,15.52,D,0.0
-33.045307,-60.421867000000006,348.27,0.47,0.4,1800,N,VIIRS,n,1,307.75,4.58,D,3.0
-33.0392,-60.420933,345.21,0.47,0.4,1800,N,VIIRS,n,1,310.6,22.68,D,3.0
-33.036488,-60.426979,352.63,0.47,0.4,1800,N,VIIRS,n,1,311.73,22.68,D,3.0
-33.032837,-60.427933,346.87,0.47,0.4,1800,N,VIIRS,n,1,308.0,15.51,D,3.0
-32.936176,-60.514648,345.74,0.47,0.4,1800,N,VIIRS,n,1,312.64,9.33,D,0.0
-32.932533,-60.515591,343.89,0.47,0.4,1800,N,VIIRS,n,1,307.31,13.82,D,0.0
-32.829048,-60.44329499999999,341.11,0.48,0.4,1800,N,VIIRS,n,1,310.25,5.92,D,0.0
