latitude,longitude,confidence
25.33601,-100.19056,n
25.33255,-100.2016,n
25.33215,-100.19778,n
25.33175,-100.19392,n
25.33297,-100.20563,n
25.33134,-100.18999,n
25.3283,-100.20514,n
25.32787,-100.20096,n
25.32402,-100.16412,n
25.32355,-100.15954,n
25.31944,-100.16436,n
25.31898,-100.16003,n
25.31893,-100.16086,n
25.3194,-100.16514,n
25.01269,-99.9381,n
25.00805,-99.93699,n
25.00328,-99.93262,n
25.00912,-99.93184,n
25.31961,-100.15614,n
25.3259,-100.20352,n
25.33978,-100.16772,n
25.33721,-100.17902,n
25.33395,-100.19334,n
25.33907,-100.19597,n
25.3391,-100.19645,n
