latitude,longitude,confidence
25.39346,-100.51732,n
25.39296,-100.50916,n
25.39137,-100.48354,n
25.38463,-100.48548,n
25.38435,-100.4809,n
25.38539,-100.49786,n
25.37903,-100.50641,n
25.09916,-100.00565,n
25.086,-100.00882,n
25.08555,-100.00151,n
25.07879,-100.00015,n
25.07943,-100.0103,n
25.07917,-100.00616,n
25.10139,-100.0059,n
25.08778,-100.00219,n
25.08095,-99.99989,n
25.08171,-100.0111,n
25.08141,-100.00663,n
25.39531,-100.49995,n
25.39075,-100.50584,n
25.38504,-100.48182,n
25.3854,-100.50835,n
25.38448,-100.50449,n
25.37819,-100.50307,n
25.37726,-100.49917,n
25.3512,-100.39022,n
25.10084,-99.98809,n
25.089,-99.99026,n
25.08804,-99.98636,n
25.08657,-100.00552,n
25.08568,-100.00188,n
25.08329,-99.99221,n
25.08251,-99.98902,n
25.08166,-99.98557,n
25.09757,-99.99182,n
25.09652,-99.98742,n
25.08459,-99.98923,n
25.08538,-99.99254,n
25.0837,-99.98552,n
25.08222,-100.00507,n
25.07956,-99.99403,n
25.08344,-100.01019,n
25.08127,-100.00111,n
25.08039,-99.99746,n
25.07878,-99.99078,n
25.07795,-99.98734,n
25.07721,-100.00997,n
25.07429,-99.99779,n
24.85645,-99.72821,n
24.99803,-99.7206,n
25.07275,-99.99327,n
25.07801,-99.99026,n
25.07756,-99.9949,n
25.07707,-99.99995,n
25.08791,-99.99078,n
25.09791,-99.99027,n
25.09944,-99.98607,n
25.37505,-100.40366,n
25.37455,-100.40865,n
25.37967,-100.40593,n
25.37915,-100.41118,n
25.38865,-100.50842,n
25.39378,-100.50542,n
25.39326,-100.51052,n
25.37911,-100.40793,n
25.38928,-100.50571,n
25.3945,-100.50159,n
25.39394,-100.50751,n
25.39345,-100.51266,n
25.39816,-100.5138,n
