latitude,longitude,confidence
25.1482,-100.10236,n
25.14741,-100.0957,n
25.15,-100.11758,n
25.14782,-100.09916,n
25.14336,-100.06155,n
25.14283,-100.05702,n
25.14592,-100.11851,n
25.14542,-100.11426,n
25.14283,-100.09236,n
25.14327,-100.09612,n
25.14133,-100.11504,n
25.1369,-100.07758,n
25.13642,-100.07346,n
25.13728,-100.1162,n
25.1332,-100.11712,n
25.11986,-100.1104,n
25.12428,-100.66511,n
25.04891,-100.02598,n
24.72836,-99.85939,n
24.72523,-99.86767,n
24.72566,-99.87139,n
24.72477,-99.86372,n
24.72427,-99.8594,n
24.72772,-99.85828,n
24.72512,-99.87049,n
24.72416,-99.86269,n
24.7236,-99.85817,n
24.72101,-99.87046,n
24.71691,-99.87051,n
24.7059,-99.81431,n
24.70536,-99.80988,n
24.71281,-99.87058,n
24.71237,-99.86696,n
24.71134,-99.85864,n
24.71075,-99.85381,n
24.70733,-99.85937,n
24.70267,-99.82132,n
24.7083,-99.8673,n
24.70784,-99.86353,n
24.70211,-99.81673,n
24.7038,-99.86404,n
24.70332,-99.86013,n
24.72125,-99.87251,n
24.72108,-99.87399,n
24.72808,-99.86557,n
25.49855,-99.51981,n
