latitude,longitude,confidence
25.39214,-100.47498,n
25.38447,-100.40122,n
25.39303,-100.48362,n
25.39259,-100.47934,n
25.39166,-100.47044,n
25.384,-100.39679,n
25.38737,-100.47437,n
25.38691,-100.46999,n
25.3797,-100.40042,n
25.37924,-100.39603,n
25.37837,-100.38769,n
25.38018,-100.40507,n
25.3788,-100.39184,n
25.37372,-100.38799,n
25.37326,-100.38364,n
25.37278,-100.37901,n
25.39828,-100.48878,n
25.39783,-100.48444,n
25.40109,-100.51567,n
25.40059,-100.51086,n
25.39391,-100.49202,n
25.39347,-100.48783,n
25.38628,-100.50942,n
25.37571,-100.40714,n
25.3742,-100.39259,n
25.38177,-100.51157,n
25.36815,-100.37952,n
25.37075,-100.40459,n
25.3702,-100.39923,n
25.36864,-100.38421,n
25.36462,-100.39066,n
25.34472,-100.37906,n
25.3441,-100.37296,n
25.34345,-100.36654,n
25.34531,-100.38488,n
25.34042,-100.38263,n
25.33975,-100.376,n
25.33907,-100.36925,n
25.33834,-100.36196,n
25.3348,-100.37315,n
25.3342,-100.36713,n
25.33543,-100.37933,n
25.33609,-100.37502,n
25.3354,-100.36871,n
25.33682,-100.38172,n
25.32825,-100.38903,n
25.09104,-99.98962,n
25.08134,-99.98391,n
25.08072,-99.97796,n
25.08045,-100.01888,n
25.07624,-99.97859,n
25.07189,-99.98061,n
25.06763,-99.98354,n
25.06825,-99.98957,n
25.06703,-99.97773,n
25.06383,-99.99084,n
25.06329,-99.98569,n
25.07938,-99.98096,n
25.07925,-100.02064,n
25.07882,-100.01672,n
25.07434,-99.9766,n
25.06581,-99.98173,n
25.06643,-99.98735,n
25.06204,-99.9888,n
25.06262,-99.99405,n
25.01102,-99.73251,n
