latitude,longitude,confidence
25.23857,-100.44059,n
25.23502,-100.44141,n
25.12017,-100.05835,n
25.12099,-100.06284,n
25.11933,-100.05376,n
25.11836,-100.04839,n
25.11841,-100.06952,n
25.11749,-100.06448,n
25.11471,-100.0491,n
25.11398,-100.066,n
25.11119,-100.07139,n
25.11039,-100.06701,n
25.10302,-100.06805,n
25.07681,-100.04891,n
24.73815,-99.82296,n
24.73733,-99.81853,n
24.72747,-99.82777,n
24.72387,-99.82913,n
24.72307,-99.82484,n
25.1186,-100.06946,n
25.11529,-100.0689,n
25.11817,-100.04966,n
25.11142,-100.0721,n
25.11197,-100.06835,n
25.10812,-100.07148,n
25.10537,-100.06714,n
24.72435,-99.82784,n
