latitude,longitude,confidence
25.4907,-100.47182,n
25.49019,-100.4642,n
25.48985,-100.45911,n
25.48349,-100.45806,n
25.48394,-100.46483,n
25.48263,-100.44536,n
25.49254,-100.47066,n
25.49212,-100.46493,n
25.49149,-100.45651,n
25.48565,-100.46248,n
25.48493,-100.45262,n
25.37136,-99.67382,n
25.48355,-100.43709,n
25.48142,-100.42863,n
25.48541,-100.4416,n
25.47881,-100.46597,n
25.48172,-100.48318,n
25.49221,-100.47227,n
25.48917,-100.46181,n
25.48953,-100.45765,n
25.49012,-100.45098,n
25.48601,-100.43641,n
25.47396,-100.45164,n
25.48707,-100.10287,n
