latitude,longitude,confidence
24.72415,-99.8389,n
24.72066,-99.83912,n
24.72007,-99.83495,n
24.7172,-99.83949,n
24.71662,-99.83543,n
24.71374,-99.83992,n
24.71208,-99.82822,n
24.70867,-99.82896,n
24.7063,-99.83706,n
24.70578,-99.83336,n
24.70288,-99.83772,n
24.70235,-99.83396,n
25.27451,-100.03463,n
25.1046,-100.08417,n
25.09986,-100.0867,n
25.10053,-100.08329,n
25.10126,-100.07957,n
25.09447,-100.09255,n
25.09516,-100.08905,n
25.09579,-100.08578,n
25.09712,-100.07905,n
24.72445,-99.84216,n
24.72519,-99.83839,n
24.71982,-99.84431,n
24.72062,-99.84021,n
24.70992,-99.83029,n
24.70461,-99.83597,n
24.70519,-99.83293,n
24.70581,-99.82973,n
24.70045,-99.83564,n
24.70109,-99.83239,n
24.70527,-99.83605,n
24.70585,-99.83298,n
24.70646,-99.82978,n
24.70114,-99.83565,n
24.70174,-99.83247,n
24.70236,-99.82923,n
